Rank,Tag,Wins,Losses,Win%,Bankroll Bills
113.0,Devin1300,1,3,25.0,2.0
113.0,Kandayo,1,1,50.0,2.0
113.0,Elk G | Ivayne,1,1,50.0,2.0
113.0,sfy | Fizz,1,1,50.0,2.0
113.0,Special K,1,6,14.29,2.0
113.0,Spenny,1,4,20.0,2.0
113.0,Floods,1,4,20.0,2.0
113.0,ash6,1,5,16.67,2.0
113.0,BEBO,1,5,16.67,2.0
113.0,MacTheStampede,1,9,10.0,2.0
113.0,Dusky,1,2,33.33,2.0
113.0,deep_cuts,1,3,25.0,2.0
113.0,FreeHops,1,2,33.33,2.0
113.0,Dead C,1,4,20.0,2.0
113.0,ledgefiend,1,3,25.0,2.0
113.0,Funktrocious,1,1,50.0,2.0
131.0,Zellpree,0,1,0.0,1.0
131.0,Big Pivot,0,18,0.0,1.0
131.0,Jbun,0,16,0.0,1.0
131.0,ilovedenmark69,0,2,0.0,1.0
131.0,rice,0,6,0.0,1.0
131.0,Sammy,0,4,0.0,1.0
131.0,markrevival,0,3,0.0,1.0
131.0,Canoe,0,2,0.0,1.0
131.0,Clay,0,2,0.0,1.0
131.0,Arkdael,0,5,0.0,1.0
131.0,SIMP | Vagab0nd,0,1,0.0,1.0
131.0,keeg,0,2,0.0,1.0
131.0,Hood,0,6,0.0,1.0
131.0,SUPERUNKNOWN,0,1,0.0,1.0
131.0,Alpaca,0,9,0.0,1.0
131.0,actually hmhh | LionTimeMachine,0,2,0.0,1.0
131.0,blazerboy,0,1,0.0,1.0
