Rank,RankChange,Tag,Wins,Losses,Win%,Bankroll Bills
86.0,-14.0,jams,17,12,58.62,33.0
88.0,-23.0,CW | rabit!,10,9,52.63,32.0
89.0,-24.0,YungWaff,11,5,68.75,31.0
89.0,20.0,Zab,21,20,51.22,31.0
91.0,-11.0,RULES | Strazz,17,17,50.0,30.0
92.0,63.0,TGL | Shamunt,14,6,70.0,29.0
92.0,-11.0,Fern,21,30,41.18,29.0
92.0,-24.0,Brainless  | FLiiNcHy,9,5,64.29,29.0
92.0,-24.0,RU | Midnight Blue,14,8,63.64,29.0
96.0,7.0,RedX,16,17,48.48,28.0
96.0,-24.0,Wassabi,17,9,65.38,28.0
96.0,-24.0,El Link,17,11,60.71,28.0
96.0,-24.0,Mud,18,16,52.94,28.0
96.0,-24.0,Khoron | Oreo,13,10,56.52,28.0
101.0,-24.0,Elk G | Ivayne,12,4,75.0,27.0
102.0,-5.0,SKY | Matwood,19,23,45.24,26.0
102.0,New,Lime,6,4,60.0,26.0
102.0,21.0,RustyTrombone,19,20,48.72,26.0
105.0,-14.0,actually hmhh | LionTimeMachine,17,23,42.5,25.0
106.0,New,Reesch,14,8,63.64,24.0
106.0,-24.0,Arctic,14,12,53.85,24.0
108.0,-24.0,Phantom Airline,12,10,54.55,23.0
108.0,-24.0,Nard Dawg,12,10,54.55,23.0
108.0,-24.0,FreeHops,15,14,51.72,23.0
111.0,-8.0,Hell'sLabyrinth,14,17,45.16,22.0
111.0,39.0,PRIN$E,12,4,75.0,22.0
111.0,24.0,Vianny,12,8,60.0,22.0
111.0,-24.0,YoungHanSolo,11,10,52.38,22.0
115.0,-26.0,E,11,5,68.75,21.0
116.0,-7.0,Chompy,12,19,38.71,20.0
116.0,-25.0,ZimD00D,10,7,58.82,20.0
116.0,-25.0,Vish,10,3,76.92,20.0
116.0,-25.0,Jkiller,0,2,0.0,20.0
116.0,-25.0,PW | Vincessant,10,5,66.67,20.0
116.0,-25.0,yingling,10,4,71.43,20.0
122.0,-25.0,PurpleZ,8,5,61.54,19.0
122.0,-25.0,totally butts,9,5,64.29,19.0
122.0,76.0,2ndLaw,13,21,38.24,19.0
122.0,47.0,vampa,9,6,60.0,19.0
122.0,-25.0,Not_DuduTsai,9,5,64.29,19.0
122.0,New,Sicca,9,5,64.29,19.0
128.0,-25.0,Higgins,8,2,80.0,18.0
128.0,-25.0,Nebulous | Jib,8,6,57.14,18.0
128.0,-25.0,SquidTheCat,12,10,54.55,18.0
128.0,-25.0,MessiSTL,12,13,48.0,18.0
128.0,7.0,BuenasRetas | Cobs,14,19,42.42,18.0
128.0,New,PEP | Sp1nda,8,3,72.73,18.0
134.0,-25.0,Jun,11,12,47.83,17.0
134.0,-25.0,Aura,6,2,75.0,17.0
134.0,-25.0,Tuesday,7,1,87.5,17.0
134.0,-25.0,GSP,11,14,44.0,17.0
134.0,-25.0,NJ | Tommy,7,2,77.78,17.0
134.0,-25.0,Help,11,13,45.83,17.0
134.0,-25.0,redpandamaster,7,4,63.64,17.0
134.0,-25.0,DadsAkimbo,15,20,42.86,17.0
142.0,13.0,charmell0,12,36,25.0,16.0
142.0,27.0,ArcaneFox,13,26,33.33,16.0
142.0,-23.0,Soltrain,6,3,66.67,16.0
142.0,-23.0,Weeg,6,1,85.71,16.0
142.0,New,Ding Hing,11,9,55.0,16.0
142.0,-23.0,LG | Louis,6,1,85.71,16.0
142.0,13.0,Banger,10,8,55.56,16.0
149.0,-26.0,Chadwicc,10,7,58.82,15.0
149.0,-26.0,mexico629,9,7,56.25,15.0
149.0,-26.0,Holy | key,9,10,47.37,15.0
149.0,-26.0,lochist,5,0,100.0,15.0
149.0,-26.0,Mootook,10,10,50.0,15.0
149.0,118.0,CVSmashMods | Ripn,9,13,40.91,15.0
149.0,-26.0,Trail,5,1,83.33,15.0
149.0,-5.0,Lamb's Ear,11,15,42.31,15.0
149.0,-26.0,Mova,9,9,50.0,15.0
149.0,-14.0,OtES,8,11,42.11,15.0
149.0,-26.0,Hulka,5,0,100.0,15.0
149.0,-26.0,jeddo,10,13,43.48,15.0
149.0,-26.0,Hell Kaiser,10,9,52.63,15.0
162.0,-27.0,Cowbell,9,7,56.25,14.0
162.0,-27.0,Oferton,9,8,52.94,14.0
162.0,-27.0,DiMaria,8,8,50.0,14.0
162.0,-27.0,G,9,7,56.25,14.0
162.0,7.0,Pena,8,6,57.14,14.0
162.0,25.0,Maelstrom,11,16,40.74,14.0
162.0,-27.0,Navjyot Sandhu | Connect4Master,9,6,60.0,14.0
169.0,-25.0,Ribboned Ace,6,7,46.15,13.0
169.0,-25.0,Erica,8,8,50.0,13.0
169.0,-25.0,Electroman,7,8,46.67,13.0
169.0,-25.0,Chuchaka2112,8,8,50.0,13.0
169.0,-25.0,shoelegend88,10,17,37.04,13.0
169.0,-,Beck,7,6,53.85,13.0
175.0,-25.0,Good1ife,7,5,58.33,12.0
175.0,-25.0,JitteryInChurch,7,5,58.33,12.0
175.0,-25.0,ClintStevensTV | HungryboxFan304,7,5,58.33,12.0
178.0,New,VDL | Ben Snape,6,6,50.0,11.0
178.0,-23.0,Jakespeare,6,2,75.0,11.0
178.0,-9.0,BKB! | stocmoney,7,13,35.0,11.0
178.0,-23.0,Dr. Lame,6,4,60.0,11.0
178.0,-23.0,Schnurb,6,4,60.0,11.0
178.0,-23.0,EWA | ERGonomics,6,4,60.0,11.0
178.0,New,FKA Minerali,6,4,60.0,11.0
178.0,-23.0,TTV/Aceflight,6,3,66.67,11.0
178.0,-23.0,BokchoyBoy,6,4,60.0,11.0
178.0,-23.0,CowCowCowCowCow,8,12,40.0,11.0
178.0,-23.0,slowtai,6,5,54.55,11.0
178.0,-23.0,CS | Faust,6,3,66.67,11.0
178.0,33.0,YBBT | leroydankins,9,17,34.62,11.0
178.0,-23.0,WU | nerodero,6,7,46.15,11.0
178.0,-23.0,Habi,6,5,54.55,11.0
178.0,New,Seraph,6,2,75.0,11.0
194.0,-25.0,Elders React | Third Strongest,5,2,71.43,10.0
194.0,-25.0,thicceon,5,3,62.5,10.0
194.0,-25.0,Kerblamu,5,3,62.5,10.0
194.0,New,ÆRO,5,5,50.0,10.0
194.0,-25.0,Otto_Zone,5,4,55.56,10.0
194.0,30.0,BoffTarget,8,13,38.1,10.0
194.0,-25.0,aujory,7,13,35.0,10.0
194.0,30.0,Butternust,8,26,23.53,10.0
194.0,-25.0,Chem,5,3,62.5,10.0
194.0,New,Sakm,5,4,55.56,10.0
204.0,-24.0,U.S Marine,7,19,26.92,9.0
204.0,-24.0,maxhoney,4,3,57.14,9.0
204.0,-24.0,Wōlī,4,3,57.14,9.0
204.0,-24.0,KaiKwonDo,7,10,41.18,9.0
204.0,-24.0,Tanooki,4,1,80.0,9.0
204.0,New,Pulch,8,10,44.44,9.0
204.0,-6.0,Kandayo,6,10,37.5,9.0
204.0,-24.0,Zamorota,4,3,57.14,9.0
212.0,-25.0,Triple Cake Dance,6,9,40.0,8.0
212.0,-25.0,SadSack,7,16,30.43,8.0
212.0,-25.0,mikey,3,0,100.0,8.0
212.0,-25.0,Fredrick,7,11,38.89,8.0
212.0,New,TheYoungMC,3,2,60.0,8.0
212.0,-25.0,Vigilance,3,1,75.0,8.0
212.0,-25.0,Zolof,7,11,38.89,8.0
212.0,-25.0,Layer,6,16,27.27,8.0
212.0,New,UCLA | Suvir,3,2,60.0,8.0
212.0,New,PJThePuff,3,2,60.0,8.0
212.0,-25.0,Rive,7,9,43.75,8.0
212.0,-25.0,Boalisk,6,13,31.58,8.0
212.0,-25.0,MDF | Amor,3,0,100.0,8.0
225.0,New,Bonn Esports | CarlHank,6,10,37.5,7.0
225.0,-27.0,jerma985,2,0,100.0,7.0
225.0,-27.0,GAS,2,1,66.67,7.0
225.0,-27.0,K.H.D | REIGN,2,1,66.67,7.0
225.0,-27.0,gsm | Pound,3,9,25.0,7.0
225.0,-27.0,Kyler,2,1,66.67,7.0
225.0,19.0,Vent,5,4,55.56,7.0
225.0,-1.0,NattyIce,3,22,12.0,7.0
225.0,-27.0,3OutChange,5,37,11.9,7.0
225.0,-27.0,STLTS,6,11,35.29,7.0
225.0,New,Reiky,6,7,46.15,7.0
225.0,-1.0,Kr1meM45ter2517A,5,9,35.71,7.0
225.0,-27.0,Anjel,5,8,38.46,7.0
225.0,-27.0,WFL | ABC,5,6,45.45,7.0
225.0,-27.0,Forrest,2,1,66.67,7.0
240.0,4.0,t0tal90,4,7,36.36,6.0
240.0,-29.0,CableKnit,4,5,44.44,6.0
240.0,-29.0,Dusky,4,17,19.05,6.0
240.0,-29.0,EWA | Gorgonzola,5,11,31.25,6.0
240.0,New,purpp,5,10,33.33,6.0
240.0,-29.0,rice,3,15,16.67,6.0
240.0,-16.0,Marvelboy,4,10,28.57,6.0
240.0,-29.0,QTT | Yeyo,5,6,45.45,6.0
240.0,New,KayB,5,10,33.33,6.0
240.0,New,enterthekiwi,5,6,45.45,6.0
240.0,-29.0,LewdCelebs4Free,5,6,45.45,6.0
240.0,4.0,Special K,2,25,7.41,6.0
240.0,-29.0,diddylonglegs,4,10,28.57,6.0
240.0,-29.0,SUPERUNKNOWN,3,10,23.08,6.0
240.0,-29.0,hHerb,4,12,25.0,6.0
240.0,-29.0,TourGuide,4,10,28.57,6.0
240.0,-29.0,Kaz,5,15,25.0,6.0
240.0,New,Trill Jake,5,6,45.45,6.0
240.0,-29.0,MIT | unlucky,5,4,55.56,6.0
259.0,-35.0,probably high,3,6,33.33,5.0
259.0,-35.0,Pilgrim,4,5,44.44,5.0
259.0,-35.0,BeanBurrito-San,4,16,20.0,5.0
259.0,-35.0,Navedo,3,6,33.33,5.0
259.0,35.0,Floods,3,12,20.0,5.0
259.0,New,Funktrocious,4,16,20.0,5.0
259.0,-35.0,ight,4,9,30.77,5.0
259.0,-35.0,Usernamejpg,4,13,23.53,5.0
259.0,-35.0,Silkylaroux,4,5,44.44,5.0
259.0,8.0,icecream,3,2,60.0,5.0
259.0,-35.0,SeshLord Ozai,4,16,20.0,5.0
259.0,-35.0,Red,4,7,36.36,5.0
259.0,New,Neenor,4,6,40.0,5.0
259.0,-35.0,Pi2z,4,5,44.44,5.0
259.0,-35.0,Muffin,4,5,44.44,5.0
259.0,-35.0,Creature,4,4,50.0,5.0
259.0,-35.0,Zhāoshù,4,6,40.0,5.0
259.0,-35.0,Axis,4,5,44.44,5.0
259.0,8.0,Schwifty | Sirjaxism,2,27,6.9,5.0
259.0,New,PEPIS | lagoonies,4,20,16.67,5.0
259.0,35.0,bunnygirlsenpai,3,7,30.0,5.0
259.0,-35.0,Analog,3,9,25.0,5.0
281.0,-37.0,kippu,3,5,37.5,4.0
281.0,-37.0,Gewl,3,6,33.33,4.0
281.0,-37.0,Fire,2,11,15.38,4.0
281.0,-37.0,Kelpo,3,4,42.86,4.0
281.0,-37.0,jedi093,3,5,37.5,4.0
281.0,-37.0,#215 | Ogre,3,3,50.0,4.0
281.0,-14.0,Essey,2,33,5.71,4.0
281.0,-37.0,Devin1300,3,8,27.27,4.0
281.0,New,Sol | | Saturn,3,5,37.5,4.0
281.0,-37.0,JLo,3,5,37.5,4.0
281.0,-37.0,TR | H,3,3,50.0,4.0
281.0,-37.0,91,3,3,50.0,4.0
281.0,-14.0,fssong,2,9,18.18,4.0
281.0,-37.0,wally,3,5,37.5,4.0
281.0,-37.0,ledgefiend,2,4,33.33,4.0
281.0,-37.0,Hood,3,12,20.0,4.0
281.0,-37.0,Leyo,3,4,42.86,4.0
281.0,-37.0,Baja,3,4,42.86,4.0
281.0,-37.0,tpyo,3,9,25.0,4.0
281.0,-37.0,Deeb,3,7,30.0,4.0
281.0,-37.0,BK_Rib,2,24,7.69,4.0
281.0,-37.0,Bobakanoosh,3,9,25.0,4.0
281.0,New,veil,3,3,50.0,4.0
281.0,-37.0,lol | Hero,3,8,27.27,4.0
305.0,-38.0,Happy,2,6,25.0,3.0
305.0,-38.0,JoffDuchar,2,6,25.0,3.0
305.0,New,Drewski,2,4,33.33,3.0
305.0,-38.0,Ratt,1,5,16.67,3.0
305.0,-38.0,SlickSiwik,2,2,50.0,3.0
305.0,New,S.O.D.A,2,6,25.0,3.0
305.0,-38.0,Opportunity,2,1,66.67,3.0
305.0,-38.0,Power Kevin,1,5,16.67,3.0
305.0,New,niimo,2,3,40.0,3.0
305.0,-38.0,SIMP | Vagab0nd,1,3,25.0,3.0
305.0,-38.0,Cpt.Blade,2,4,33.33,3.0
305.0,-38.0,Beiker,2,2,50.0,3.0
305.0,-38.0,maxi,2,2,50.0,3.0
305.0,New,QTT | Pelon,2,6,25.0,3.0
305.0,New,LEVO | Mento,2,2,50.0,3.0
305.0,-38.0,kaiyon,2,8,20.0,3.0
305.0,-38.0,21! | Ronan,2,2,50.0,3.0
305.0,-38.0,SmashMouthEgg,2,4,33.33,3.0
305.0,-38.0,Dr. Dipper,2,3,40.0,3.0
305.0,-38.0,Mp drago,0,21,0.0,3.0
305.0,-38.0,KillThePast | bebul,2,2,50.0,3.0
305.0,New,N8v,2,1,66.67,3.0
305.0,-11.0,deep_cuts,1,8,11.11,3.0
305.0,-38.0,JMONEY,2,4,33.33,3.0
305.0,-38.0,RitzyCheese,2,9,18.18,3.0
305.0,-38.0,Night,2,4,33.33,3.0
305.0,-38.0,FM | Cilan,2,3,40.0,3.0
305.0,-38.0,Keykey,2,3,40.0,3.0
305.0,-38.0,2rk | Turok,2,3,40.0,3.0
334.0,-11.0,boys,0,15,0.0,2.0
334.0,-40.0,Rama,1,6,14.29,2.0
334.0,New,MR. SCAM,1,2,33.33,2.0
334.0,-40.0,Shlorp,1,10,9.09,2.0
334.0,New,Flame,1,8,11.11,2.0
334.0,-40.0,Dash,1,0,100.0,2.0
334.0,New,MK | RedSoul,1,2,33.33,2.0
334.0,-40.0,Jet,1,1,50.0,2.0
334.0,New,KatBot,1,2,33.33,2.0
334.0,-40.0,SFOP,1,0,100.0,2.0
334.0,-40.0,BoominBody,1,4,20.0,2.0
334.0,-40.0,JustRhett,0,6,0.0,2.0
334.0,New,CyAn,1,2,33.33,2.0
334.0,-40.0,Wumbo,1,1,50.0,2.0
334.0,-40.0,aL0w,1,2,33.33,2.0
334.0,-40.0,magnumgunn3r,1,1,50.0,2.0
334.0,New,rickey_kc,1,3,25.0,2.0
334.0,-40.0,Heatedchaos,1,1,50.0,2.0
334.0,-11.0,Smeedot,0,8,0.0,2.0
334.0,-40.0,flthd | flatline,1,2,33.33,2.0
334.0,-40.0,Blitzkrieg,1,4,20.0,2.0
334.0,New,TSBO | HateSauce,1,3,25.0,2.0
334.0,-40.0,Dolfo,0,9,0.0,2.0
334.0,-40.0,ali_,1,8,11.11,2.0
334.0,-40.0,markrevival,0,4,0.0,2.0
334.0,-40.0,TurboThot,1,3,25.0,2.0
334.0,-40.0,ruco,1,8,11.11,2.0
334.0,-40.0,CrazyColtCory,1,9,10.0,2.0
334.0,-40.0,ash6,1,5,16.67,2.0
334.0,-40.0,Arctic,0,26,0.0,2.0
334.0,-40.0,AWaveDash,0,10,0.0,2.0
334.0,-40.0,Melee Stats | Pikachu942,1,6,14.29,2.0
334.0,-40.0,AHHHHH | Climbers Alice,1,0,100.0,2.0
334.0,-40.0,Ariz,1,7,12.5,2.0
334.0,-40.0,Captain G,1,1,50.0,2.0
369.0,-46.0,Dorian uwu,0,3,0.0,1.0
369.0,New,DJAN,0,1,0.0,1.0
369.0,-46.0,SU | wild flower,0,3,0.0,1.0
369.0,-46.0,Howdy,0,5,0.0,1.0
369.0,-46.0,Kettering,0,6,0.0,1.0
369.0,-46.0,Cuk | Veths,0,2,0.0,1.0
369.0,-46.0,2GATS,0,5,0.0,1.0
369.0,-46.0,yBaS | MaxJacks,0,1,0.0,1.0
369.0,New,DERT | Petra,0,8,0.0,1.0
369.0,-46.0,blazerboy,0,7,0.0,1.0
369.0,-46.0,me,0,2,0.0,1.0
369.0,-46.0,Mobley,0,8,0.0,1.0
369.0,-46.0,Lee,0,4,0.0,1.0
369.0,-46.0,ZouL,0,4,0.0,1.0
369.0,-46.0,nmble-mann,0,3,0.0,1.0
369.0,-46.0,GThree,0,2,0.0,1.0
369.0,New,Canoe,0,8,0.0,1.0
369.0,-46.0,vel,0,13,0.0,1.0
369.0,New,boip,0,2,0.0,1.0
369.0,-46.0,Jquinnsweg,0,1,0.0,1.0
369.0,New,Venus,0,4,0.0,1.0
369.0,New,BrophyT,0,2,0.0,1.0
369.0,-46.0,EagleOne,0,1,0.0,1.0
369.0,-46.0,Arthao,0,12,0.0,1.0
369.0,New,Supreme.Noobs | Edicus,0,3,0.0,1.0
369.0,-46.0,nunoodle,0,8,0.0,1.0
369.0,-46.0,Honey Nut Cheerios,0,3,0.0,1.0
369.0,-46.0,Trash,0,1,0.0,1.0
369.0,-46.0,PRD | JMi,0,1,0.0,1.0
369.0,-46.0,Anzeray,0,2,0.0,1.0
369.0,New,Teva,0,4,0.0,1.0
369.0,-46.0,UNCO | Neur0n,0,3,0.0,1.0
369.0,-46.0,Jeem,0,2,0.0,1.0
369.0,-46.0,Nips,0,5,0.0,1.0
369.0,-46.0,SereneDoge#4725,0,8,0.0,1.0
369.0,-46.0,KOA | youngbool,0,2,0.0,1.0
369.0,-46.0,Ashley,0,4,0.0,1.0
369.0,New,NAIR | Pablo,0,5,0.0,1.0
369.0,New,PotusTheGoatus,0,6,0.0,1.0
369.0,-46.0,Penguin,0,2,0.0,1.0
369.0,-46.0,Koe | Nike,0,4,0.0,1.0
369.0,-46.0,djweav2k,0,1,0.0,1.0
369.0,-46.0,GSG,0,4,0.0,1.0
369.0,-46.0,$W@6 | rocketf20,0,8,0.0,1.0
369.0,-46.0,Barry Allen,0,1,0.0,1.0
