Rank,Tag,Wins,Losses,Win%,Bankroll Bills
65.0,DD,4,3,57.14,9.0
65.0,Jzhu,4,3,57.14,9.0
65.0,SUPERUNKNOWN,4,2,66.67,9.0
65.0,Vino,4,4,50.0,9.0
65.0,Pilgrim,8,10,44.44,9.0
65.0,RCS | Chi,4,3,57.14,9.0
65.0,Typhoon,4,1,80.0,9.0
65.0,Rickeye_rick,8,7,53.33,9.0
65.0,BuenasRetas | Cobs,8,9,47.06,9.0
74.0,ight,7,10,41.18,8.0
74.0,FKA Minerali,7,10,41.18,8.0
74.0,Rold,3,2,60.0,8.0
74.0,Rooster,3,2,60.0,8.0
74.0,yingling,3,1,75.0,8.0
74.0,Liquid,3,1,75.0,8.0
80.0,Wasp,6,7,46.15,7.0
80.0,Electroman,6,7,46.15,7.0
80.0,Crow,6,9,40.0,7.0
83.0,Luke,5,7,41.67,6.0
83.0,OXY | TheCrimsonBlur,5,6,45.45,6.0
83.0,Fauxlatan,5,8,38.46,6.0
83.0,Miranda,5,6,45.45,6.0
83.0,STP,5,12,29.41,6.0
83.0,GSG,5,10,33.33,6.0
83.0,Jesuscametwice,5,13,27.78,6.0
83.0,pathojin,5,9,35.71,6.0
91.0,KL | Kid,4,5,44.44,5.0
91.0,Fent0n,4,4,50.0,5.0
91.0,Logan,4,5,44.44,5.0
91.0,KatBot,4,5,44.44,5.0
91.0,DMT,4,4,50.0,5.0
91.0,JoeyBonzo,4,5,44.44,5.0
91.0,ilovebrooklyn99,4,6,40.0,5.0
91.0,Elders React | Third Strongest,4,4,50.0,5.0
99.0,hHerb,3,5,37.5,4.0
99.0,Zeal,3,13,18.75,4.0
99.0,Loki,3,3,50.0,4.0
99.0,Kandayo,3,3,50.0,4.0
99.0,Blitzcread,3,6,33.33,4.0
99.0,probably high,3,5,37.5,4.0
99.0,CSTR#106 | Strazz,3,7,30.0,4.0
99.0,Dandy,3,4,42.86,4.0
99.0,NotTheMC,3,6,33.33,4.0
108.0,Denzill,2,2,50.0,3.0
108.0,21! | Ronan,2,3,40.0,3.0
108.0,Oz,2,6,25.0,3.0
108.0,SexGod | RitzyCheese,2,11,15.38,3.0
108.0,Miscreants | Jquinnsweg,2,18,10.0,3.0
108.0,Tayhow,2,7,22.22,3.0
108.0,rice,2,8,20.0,3.0
108.0,Divine Senator Kelly,2,4,33.33,3.0
108.0,bsb. | fluff,2,3,40.0,3.0
108.0,Flow | Stark,2,4,33.33,3.0
108.0,Droog,2,2,50.0,3.0
108.0,JLo,2,7,22.22,3.0
108.0,roadkill,2,7,22.22,3.0
108.0,Thad <3,2,2,50.0,3.0
108.0,Aidanafoo,2,4,33.33,3.0
108.0,BCM | veggies,2,6,25.0,3.0
108.0,SheepHair,2,2,50.0,3.0
108.0,Yamasaki,2,3,40.0,3.0
108.0,Floods,2,10,16.67,3.0
127.0,METALFACE,1,3,25.0,2.0
127.0,MilkJustice,1,3,25.0,2.0
127.0,Moonking34,1,7,12.5,2.0
127.0,Special K,1,7,12.5,2.0
127.0,donk,1,1,50.0,2.0
127.0,Cabbage Man,1,6,14.29,2.0
127.0,SHRD#209 | Shredder,1,6,14.29,2.0
127.0,Spi,1,7,12.5,2.0
127.0,Soltrain,1,1,50.0,2.0
127.0,ItsDad,1,3,25.0,2.0
127.0,MacTheStampede,1,8,11.11,2.0
127.0,PeS | Puppy,1,2,33.33,2.0
127.0,Retro SHFFL | Lengüitas,1,2,33.33,2.0
127.0,pope | lean,1,0,100.0,2.0
127.0,will1v1_ttv,1,1,50.0,2.0
127.0,620 | Megacaat,1,4,20.0,2.0
127.0,BEBO,1,13,7.14,2.0
144.0,Ratt,0,2,0.0,1.0
144.0,Master_Hand_9669,0,10,0.0,1.0
144.0,M,0,2,0.0,1.0
144.0,Xarique,0,2,0.0,1.0
144.0,K.H.D | Reign,0,3,0.0,1.0
144.0,WOMB#619 | Wombat,0,1,0.0,1.0
144.0,J-PlumsIX,0,7,0.0,1.0
144.0,TrainerBlu,0,3,0.0,1.0
144.0,doby,0,2,0.0,1.0
144.0,DQ,0,5,0.0,1.0
144.0,:) | Koints,0,1,0.0,1.0
144.0,Crazyk,0,2,0.0,1.0
144.0,ericiscool.net,0,3,0.0,1.0
144.0,Lamdin,0,1,0.0,1.0
144.0,Figs,0,1,0.0,1.0
144.0,jcking,0,1,0.0,1.0
