Rank,Tag,Wins,Losses,Win%,Bankroll Bills
131.0,Floods,3,10,23.08,4.0
131.0,Elk G | Digimon,3,5,37.5,4.0
131.0,DarkSamYT,3,16,15.79,4.0
131.0,jtetter,3,9,25.0,4.0
131.0,Asuka,3,9,25.0,4.0
131.0,magnumgunn3r,3,3,50.0,4.0
131.0,Hellraid,3,6,33.33,4.0
131.0,CUCK | BreahdToDaBeuhrds,3,4,42.86,4.0
131.0,DRC,3,7,30.0,4.0
131.0,91,3,8,27.27,4.0
131.0,Justyn,3,5,37.5,4.0
145.0,UCI | Kavi,2,6,25.0,3.0
145.0,ushi,2,3,40.0,3.0
145.0,dirtyDev,2,4,33.33,3.0
145.0,Soltrain,2,2,50.0,3.0
145.0,pinecone22,2,1,66.67,3.0
145.0,WeedWizard,2,2,50.0,3.0
145.0,Mucho Man Randy Passion,2,4,33.33,3.0
145.0,Maljo,2,8,20.0,3.0
145.0,eee,2,15,11.76,3.0
145.0,Noodle,2,7,22.22,3.0
145.0,Caveman3732,2,6,25.0,3.0
145.0,rice,2,12,14.29,3.0
145.0,CurvedFat,2,8,20.0,3.0
158.0,Rooster,1,2,33.33,2.0
158.0,Roulette Rider,1,3,25.0,2.0
158.0,aujory,1,6,14.29,2.0
158.0,josh,1,19,5.0,2.0
158.0,SUPERUNKNOWN,1,11,8.33,2.0
158.0,ramrod,1,3,25.0,2.0
158.0,lowqualityjpeg,1,1,50.0,2.0
158.0,Neenor,1,0,100.0,2.0
158.0,Typhoon,1,2,33.33,2.0
158.0,Chidoe,1,2,33.33,2.0
158.0,Special K,1,7,12.5,2.0
158.0,WOMB#619 | Wombat,1,5,16.67,2.0
158.0,Nate,1,3,25.0,2.0
158.0,blazerboy,1,13,7.14,2.0
158.0,ZouL,1,6,14.29,2.0
158.0,Lionbooster,1,7,12.5,2.0
158.0,Whoratio,1,6,14.29,2.0
158.0,LilMitts,1,0,100.0,2.0
158.0,Melos,1,7,12.5,2.0
177.0,sameeyell,0,10,0.0,1.0
177.0,Spi,0,6,0.0,1.0
177.0,CID,0,17,0.0,1.0
177.0,Wrong Doug,0,2,0.0,1.0
177.0,HunterGee,0,5,0.0,1.0
177.0,DJAN,0,5,0.0,1.0
177.0,squillf,0,1,0.0,1.0
177.0,SeekerIX,0,1,0.0,1.0
177.0,PajamaBoyPete,0,8,0.0,1.0
177.0,Cabbage Man,0,2,0.0,1.0
177.0,buttcakes29,0,1,0.0,1.0
177.0,Hunt,0,2,0.0,1.0
177.0,Cyan Can,0,1,0.0,1.0
177.0,PeS | Puppy,0,1,0.0,1.0
