SmasherID,SmashTag,RWeek1,RWeek2,RWeek3,RWeek4,RWeek5,RWeek6,RWeek7,RWeek8,RWeek9,RWeek10,ChangeInRank
23422,ZimD00D,NAN,39,66.0,91.0,116.0,138.0,153.0,168.0,184.0,199.0,-15.0
23501,Ratt,98,167,194.0,267.0,305.0,340.0,385.0,414.0,442.0,461.0,-19.0
23920,GHQ | Zamu,NAN,NAN,NAN,NAN,NAN,NAN,22.0,24.0,27.0,29.0,-2.0
23995,Forrest,54,95,145.0,198.0,225.0,254.0,283.0,39.0,43.0,48.0,-5.0
25351,Hell'sLabyrinth,98,167,154.0,103.0,111.0,128.0,144.0,160.0,171.0,188.0,-17.0
25463,Creature,NAN,NAN,NAN,224.0,259.0,293.0,328.0,358.0,378.0,398.0,-20.0
25478,Maruf,NAN,NAN,69.0,97.0,68.0,82.0,92.0,104.0,113.0,121.0,-8.0
25810,Melee Stats | Pikachu942,87,147,216.0,294.0,334.0,367.0,413.0,443.0,469.0,490.0,-21.0
25916,redpandamaster,24,46,73.0,109.0,134.0,156.0,175.0,191.0,211.0,226.0,-15.0
25975,Pi#374,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,469.0,490.0,-21.0
26004,Kyler,NAN,NAN,NAN,198.0,225.0,254.0,283.0,316.0,338.0,357.0,-19.0
26187,Slowking,NAN,NAN,33.0,44.0,59.0,71.0,80.0,89.0,94.0,103.0,-9.0
26289,Trill Jake,NAN,NAN,NAN,NAN,240.0,277.0,307.0,341.0,361.0,382.0,-21.0
26350,SKY | Cob,NAN,NAN,NAN,NAN,NAN,NAN,NAN,135.0,143.0,155.0,-12.0
26387,Phantom Airline,67,115,174.0,84.0,108.0,100.0,111.0,93.0,99.0,109.0,-10.0
26574,NEU | Shmeeli,NAN,NAN,NAN,43.0,56.0,67.0,76.0,86.0,91.0,100.0,-9.0
26750,KoDoRiN,1,1,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0
26920,Trash,98,167,244.0,323.0,369.0,406.0,458.0,490.0,523.0,546.0,-23.0
26934,Clay,NAN,NAN,NAN,NAN,NAN,406.0,458.0,490.0,523.0,546.0,-23.0
27524,JustRhett,NAN,NAN,244.0,294.0,334.0,367.0,413.0,443.0,469.0,490.0,-21.0
27527,Megaman,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,338.0,357.0,-19.0
27547,TSBO | HateSauce,NAN,NAN,NAN,NAN,334.0,367.0,413.0,443.0,469.0,490.0,-21.0
27638,Panda,NAN,NAN,NAN,NAN,NAN,NAN,161.0,176.0,193.0,206.0,-13.0
27754,Chummi,NAN,NAN,NAN,NAN,NAN,NAN,283.0,316.0,338.0,357.0,-19.0
27862,Musashi,NAN,NAN,NAN,NAN,NAN,NAN,90.0,101.0,110.0,118.0,-8.0
28391,Vigilance,NAN,NAN,NAN,187.0,212.0,237.0,264.0,297.0,316.0,332.0,-16.0
28720,NB! | Secrets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,262.0,278.0,-16.0
28793,Light,NAN,NAN,NAN,61.0,56.0,67.0,76.0,86.0,91.0,100.0,-9.0
28815,doctahdylan,NAN,NAN,NAN,NAN,NAN,340.0,385.0,414.0,378.0,398.0,-20.0
28949,BirdPerson,NAN,NAN,NAN,NAN,NAN,NAN,NAN,490.0,378.0,398.0,-20.0
29103,Hexjo,NAN,NAN,NAN,NAN,NAN,NAN,250.0,276.0,294.0,311.0,-17.0
29405,Vianny,NAN,NAN,90.0,135.0,111.0,128.0,144.0,160.0,126.0,133.0,-7.0
29840,TBD,21,24,34.0,34.0,41.0,54.0,62.0,50.0,40.0,46.0,-6.0
30352,62-bit | Hero,NAN,NAN,NAN,NAN,NAN,NAN,NAN,241.0,262.0,278.0,-16.0
30804,Frap,33,36,43.0,58.0,67.0,60.0,65.0,73.0,78.0,90.0,-12.0
30865,Spi,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,546.0,NAN
30913,SHwang,NAN,NAN,NAN,NAN,NAN,NAN,220.0,241.0,262.0,278.0,-16.0
31487,Winx Club | Siddward,36,65,63.0,26.0,30.0,32.0,32.0,32.0,37.0,41.0,-4.0
32201,PRIN$E,NAN,65,101.0,150.0,111.0,103.0,55.0,61.0,67.0,78.0,-11.0
32691,Blitzkrieg,87,147,216.0,294.0,334.0,367.0,328.0,358.0,378.0,398.0,-20.0
33458,RustyTrombone,NAN,NAN,135.0,123.0,102.0,119.0,134.0,133.0,141.0,135.0,6.0
34399,BuenasRetas | Cobs,NAN,115,119.0,135.0,128.0,133.0,144.0,152.0,152.0,155.0,-3.0
34694,flthd | flatline,87,147,216.0,294.0,334.0,367.0,413.0,443.0,469.0,490.0,-21.0
34804,Barry Allen,NAN,NAN,244.0,323.0,369.0,406.0,458.0,490.0,523.0,546.0,-23.0
34893,Zoma,NAN,NAN,NAN,NAN,NAN,NAN,220.0,241.0,262.0,237.0,25.0
34902,Tanooki,47,82,128.0,180.0,204.0,227.0,250.0,276.0,294.0,311.0,-17.0
35192,Robert Flambe,NAN,NAN,NAN,NAN,NAN,315.0,353.0,384.0,410.0,432.0,-22.0
35258,LFG | Fist Mexico,NAN,115,73.0,67.0,79.0,94.0,105.0,96.0,104.0,113.0,-9.0
36782,Oaty,NAN,NAN,NAN,NAN,NAN,NAN,NAN,203.0,222.0,237.0,-15.0
37116,GUG | Kurv,54,95,145.0,198.0,12.0,12.0,8.0,9.0,8.0,5.0,3.0
37223,PEP | Sp1nda,NAN,NAN,NAN,NAN,128.0,97.0,108.0,120.0,128.0,136.0,-8.0
37975,Zellpree,NAN,NAN,NAN,NAN,NAN,406.0,237.0,203.0,222.0,237.0,-15.0
37997,Rael,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,216.0,NAN
38643,RedX,59,106,135.0,103.0,96.0,94.0,98.0,108.0,117.0,105.0,12.0
38778,Mages | CH | Sunnyknight,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,442.0,461.0,-19.0
38979,Tristan's Rule,NAN,NAN,NAN,NAN,NAN,138.0,153.0,168.0,184.0,199.0,-15.0
39235,Dream,NAN,12,19.0,27.0,32.0,37.0,43.0,46.0,51.0,60.0,-9.0
40399,Elders React | Third Strongest,NAN,NAN,NAN,169.0,194.0,216.0,237.0,260.0,279.0,296.0,-17.0
40793,MGFC | bootichief,67,39,48.0,52.0,47.0,58.0,69.0,80.0,87.0,80.0,7.0
41055,jacket,13,18,23.0,33.0,39.0,50.0,59.0,67.0,73.0,84.0,-11.0
41211,Denzill,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,279.0,206.0,73.0
41374,Anchovy,NAN,38,43.0,58.0,76.0,90.0,102.0,114.0,121.0,127.0,-6.0
41409,PotatoRice,NAN,NAN,NAN,NAN,NAN,NAN,NAN,260.0,279.0,296.0,-17.0
45236,Lime,NAN,NAN,NAN,NAN,102.0,97.0,108.0,120.0,128.0,136.0,-8.0
45356,OtES,NAN,106,90.0,135.0,149.0,171.0,188.0,129.0,138.0,150.0,-12.0
45444,Kaz,NAN,NAN,NAN,211.0,240.0,277.0,307.0,341.0,361.0,382.0,-21.0
45726,CS | Faust,NAN,NAN,109.0,155.0,178.0,201.0,220.0,241.0,262.0,278.0,-16.0
45951,Dacky,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,24.0,24.0,0.0
46752,doby,NAN,NAN,NAN,NAN,NAN,NAN,307.0,341.0,361.0,382.0,-21.0
47497,Ellis,NAN,82,51.0,55.0,56.0,67.0,76.0,86.0,91.0,100.0,-9.0
47650,shoelegend88,87,147,145.0,144.0,169.0,128.0,113.0,124.0,133.0,144.0,-11.0
47752,p3achyjr,NAN,NAN,NAN,NAN,NAN,277.0,307.0,341.0,361.0,382.0,-21.0
47866,Erik,NAN,NAN,NAN,45.0,62.0,73.0,82.0,91.0,96.0,105.0,-9.0
48202,Shy Shai,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,523.0,546.0,-23.0
48322,Karin Dreijer,NAN,147,216.0,294.0,334.0,367.0,413.0,276.0,294.0,311.0,-17.0
48578,LoneCubone,NAN,NAN,NAN,NAN,NAN,340.0,385.0,414.0,378.0,398.0,-20.0
48946,E,NAN,NAN,NAN,89.0,115.0,133.0,149.0,165.0,177.0,193.0,-16.0
49875,Paladin,NAN,31,39.0,30.0,36.0,42.0,50.0,55.0,36.0,40.0,-4.0
50053,PML | Die222,NAN,NAN,NAN,135.0,81.0,79.0,76.0,72.0,62.0,64.0,-2.0
50259,BLE | SluG,NAN,NAN,NAN,NAN,14.0,18.0,20.0,22.0,25.0,25.0,0.0
50606,ViL | TheSWOOPER,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,25.0,NAN
50937,Wumbo,87,147,216.0,294.0,334.0,367.0,413.0,443.0,469.0,490.0,-21.0
51055,MIT | unlucky,NAN,NAN,154.0,211.0,240.0,277.0,307.0,341.0,361.0,382.0,-21.0
51076,Power Kevin,98,167,194.0,267.0,305.0,340.0,385.0,414.0,442.0,461.0,-19.0
51112,Pilgrim,NAN,NAN,NAN,224.0,259.0,293.0,328.0,358.0,378.0,398.0,-20.0
51373,prof,10,17,22.0,31.0,37.0,47.0,57.0,64.0,70.0,80.0,-10.0
51464,UCLA | Suvir,NAN,NAN,NAN,NAN,212.0,237.0,264.0,297.0,316.0,332.0,-16.0
53365,Ringler,NAN,NAN,NAN,NAN,39.0,50.0,59.0,67.0,73.0,84.0,-11.0
53839,Poopy Ass,NAN,NAN,NAN,NAN,NAN,293.0,328.0,358.0,378.0,398.0,-20.0
54556,KillThePast | bebul,NAN,NAN,NAN,267.0,305.0,340.0,385.0,414.0,442.0,461.0,-19.0
54728,Stigma,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,398.0,NAN
54997,RetroSHFFL | Lex,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,490.0,NAN
55648,Mars,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,121.0,127.0,-6.0
60696,FM | Cilan,78,131,194.0,267.0,305.0,340.0,307.0,96.0,104.0,113.0,-9.0
61570,CG | Peppi | Pappi,5,9,13.0,20.0,26.0,9.0,10.0,12.0,12.0,13.0,-1.0
61897,LSD,NAN,7,10.0,12.0,20.0,25.0,27.0,29.0,34.0,38.0,-4.0
62320,KayB,NAN,NAN,NAN,NAN,240.0,277.0,307.0,341.0,361.0,382.0,-21.0
62457,QTT | Yeyo,NAN,NAN,NAN,211.0,240.0,227.0,208.0,227.0,202.0,199.0,3.0
62566,Axis,NAN,NAN,NAN,NAN,NAN,NAN,NAN,149.0,163.0,176.0,-13.0
62721,Dirty Lasagna,NAN,NAN,NAN,NAN,NAN,152.0,169.0,184.0,202.0,155.0,47.0
63581,CableKnit,NAN,NAN,174.0,211.0,240.0,277.0,307.0,316.0,338.0,357.0,-19.0
63772,Fern,NAN,74,82.0,81.0,92.0,103.0,105.0,117.0,126.0,133.0,-7.0
63794,tustin,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,523.0,546.0,-23.0
63831,Lawnt | Walnut,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,378.0,398.0,-20.0
63940,Weeg,NAN,NAN,80.0,119.0,142.0,164.0,183.0,199.0,218.0,233.0,-15.0
64574,Zamorota,NAN,NAN,NAN,180.0,204.0,227.0,250.0,276.0,294.0,311.0,-17.0
64692,SANS | Blues Clues,9,11,7.0,5.0,4.0,4.0,5.0,5.0,5.0,6.0,-1.0
65598,rickey_kc,NAN,NAN,NAN,NAN,334.0,367.0,413.0,443.0,469.0,490.0,-21.0
65777,bobby big ballz,NAN,NAN,15.0,22.0,8.0,11.0,7.0,6.0,6.0,7.0,-1.0
66311,zilo,NAN,NAN,NAN,NAN,NAN,227.0,250.0,276.0,294.0,311.0,-17.0
66936,buckeye545,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,490.0,NAN
67740,LIAM#697 | Shleeum,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,469.0,490.0,-21.0
68261,Azel,NAN,NAN,NAN,NAN,NAN,50.0,27.0,25.0,28.0,30.0,-2.0
69699,Smeedot,NAN,NAN,NAN,323.0,334.0,367.0,413.0,443.0,469.0,490.0,-21.0
69921,Furniture,NAN,NAN,NAN,NAN,NAN,NAN,126.0,140.0,148.0,162.0,-14.0
70110,Buttlet,NAN,NAN,NAN,97.0,74.0,87.0,96.0,93.0,99.0,109.0,-10.0
70458,PEPIS | Noire,NAN,NAN,27.0,14.0,9.0,10.0,14.0,15.0,16.0,17.0,-1.0
103305,Dr. Lame,41,70,109.0,155.0,178.0,201.0,220.0,241.0,262.0,278.0,-16.0
107560,monted,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,469.0,490.0,-21.0
126225,Clint Stevens | StepDaddy,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,523.0,546.0,-23.0
127997,CW | rabit!,NAN,NAN,174.0,65.0,88.0,106.0,116.0,127.0,136.0,148.0,-12.0
128898,Hector,NAN,106,161.0,224.0,259.0,293.0,264.0,297.0,279.0,296.0,-17.0
129344,totally butts,NAN,42,69.0,97.0,122.0,145.0,161.0,176.0,193.0,206.0,-13.0
129363,Flow | ESPONJA,36,42,49.0,64.0,86.0,85.0,95.0,107.0,116.0,103.0,13.0
130672,Soltrain,NAN,89,135.0,119.0,142.0,164.0,135.0,149.0,152.0,168.0,-16.0
131130,Leyo,NAN,NAN,174.0,244.0,281.0,315.0,353.0,384.0,410.0,432.0,-22.0
132537,Far!,NAN,NAN,NAN,NAN,NAN,NAN,NAN,70.0,77.0,87.0,-10.0
132938,RU | Midnight Blue,36,65,53.0,68.0,92.0,81.0,90.0,101.0,82.0,92.0,-10.0
133666,404 YC | Salt,NAN,NAN,NAN,NAN,49.0,17.0,13.0,14.0,15.0,16.0,-1.0
134823,QTT | Pelon,NAN,NAN,NAN,NAN,305.0,237.0,264.0,297.0,316.0,332.0,-16.0
135088,LFG | PanterA,NAN,NAN,64.0,32.0,38.0,48.0,58.0,66.0,72.0,83.0,-11.0
135091,SubTails,NAN,NAN,NAN,89.0,81.0,97.0,108.0,59.0,64.0,75.0,-11.0
135795,cockbread,NAN,NAN,NAN,123.0,81.0,82.0,92.0,104.0,113.0,121.0,-8.0
136990,Holy | key,NAN,99,154.0,123.0,149.0,171.0,188.0,203.0,222.0,237.0,-15.0
137480,Jpeg | RC,NAN,NAN,NAN,119.0,53.0,62.0,74.0,85.0,90.0,99.0,-9.0
138710,Golden,NAN,NAN,29.0,38.0,13.0,14.0,18.0,20.0,21.0,21.0,0.0
144133,YBBT | leroydankins,NAN,NAN,NAN,211.0,178.0,171.0,188.0,203.0,222.0,237.0,-15.0
144268,RJN | Casper,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,57.0,NAN
144798,Akir,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,216.0,NAN
145075,blazerboy,NAN,NAN,NAN,323.0,369.0,367.0,413.0,443.0,469.0,490.0,-21.0
146978,Ding Hing,NAN,NAN,NAN,NAN,142.0,119.0,105.0,111.0,99.0,52.0,47.0
147251,GS | TreyTheTrashman,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,410.0,432.0,-22.0
147424,Spiral Cafe | Krudo,NAN,NAN,NAN,NAN,NAN,237.0,264.0,297.0,316.0,332.0,-16.0
147811,Dawson,NAN,NAN,NAN,NAN,NAN,93.0,38.0,42.0,46.0,53.0,-7.0
148028,Navjyot Sandhu | Connect4Master,NAN,NAN,NAN,135.0,162.0,185.0,201.0,218.0,240.0,256.0,-16.0
148200,Big Pivot,NAN,NAN,NAN,NAN,NAN,406.0,283.0,276.0,294.0,311.0,-17.0
148736,GThree,NAN,NAN,244.0,323.0,369.0,406.0,458.0,490.0,523.0,546.0,-23.0
149952,Jakespeare,NAN,70,109.0,155.0,178.0,201.0,220.0,241.0,167.0,183.0,-16.0
150123,TPN,NAN,NAN,NAN,NAN,NAN,216.0,55.0,61.0,67.0,68.0,-1.0
150171,MTM | chickncup,NAN,NAN,NAN,NAN,NAN,NAN,NAN,316.0,338.0,357.0,-19.0
151306,Zephyr,NAN,NAN,NAN,NAN,NAN,NAN,153.0,168.0,184.0,199.0,-15.0
151360,Inky,12,21,27.0,37.0,45.0,56.0,67.0,77.0,82.0,92.0,-10.0
152060,Vent,NAN,NAN,NAN,244.0,225.0,254.0,283.0,316.0,338.0,357.0,-19.0
152430,MIT | ybot,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,361.0,382.0,-21.0
152754,Hood,NAN,NAN,174.0,244.0,281.0,293.0,328.0,358.0,378.0,398.0,-20.0
152800,wally,NAN,NAN,NAN,244.0,281.0,315.0,353.0,384.0,410.0,432.0,-22.0
