SmasherID,SmashTag,NumTMTEntered,NumInBracket,PWeek1,PWeek2
31487,Winx Club | Siddward,1,0,-1,-2
32201,PRIN$E,1,0,-2,-1
32691,Blitzkrieg,1,0,-1,-2
34399,BuenasRetas | Cobs,1,0,-2,-1
34694,flthd | flatline,1,0,-1,-2
34902,Tanooki,1,0,-1,-2
35258,LFG | Fist Mexico,1,0,-2,-1
37116,GUG | K�rv,1,0,-1,-2
38643,RedX,1,0,-1,-2
39235,Dream,1,1,-2,7
40793,MGFC | JorDank,2,0,-1,-1
41055,jacket,2,1,13,-1
41374,Anchovy,1,0,-2,-1
45356,OtES,1,0,-2,-1
47497,Ellis,1,0,-2,-1
47650,shoelegend88,1,0,-1,-2
48322,AHHHHH | Climbers Alice,1,0,-2,-1
49875,Paladin,1,1,-2,17
50937,Wumbo,1,0,-1,-2
51076,Power Kevin,1,0,-1,-2
51373,prof,1,1,9,-2
60696,FM | Cilan,1,0,-1,-2
61570,YC | Peppi | | Pappi,1,1,5,-2
61897,LSD,1,1,-2,4
63772,Fern,1,0,-2,-1
64692,SANS | Blues Clues,2,1,9,-1
103305,Dr. Lame,1,0,-1,-2
128898,Zhāoshù,1,0,-2,-1
129344,totally butts,1,0,-2,-1
129363,Flow | ESPONJA,2,0,-1,-1
130672,Soltrain,1,0,-2,-1
132938,RU | Midnight Blue,1,0,-1,-2
136990,Holy | key,1,0,-2,-1
149952,Jakespeare,1,0,-2,-1
151360,Inky,1,1,9,-2
157615,ight,1,0,-2,-1
157632,TurboThot,1,0,-2,-1
158213,LG | Louis,1,0,-1,-2
159198,Pi2z,1,0,-1,-2
171201,Mootook,1,0,-2,-1
173178,LAG,1,1,-2,13
183677,Yamasaki,2,0,-1,-1
184637,Joey Donuts,1,1,-2,17
185618,Captain G,1,0,-2,-1
211440,Darrell,2,0,-1,-1
213297,Chompy,1,0,-1,-2
219838,Lamb's Ear,1,0,-2,-1
221423,Typhoon,1,0,-2,-1
224897,AWaveDash,2,0,-1,-1
226271,SU | wild flower,1,0,-2,-1
226595,TourGuide,1,0,-1,-2
229216,KaiKwonDo,1,0,-2,-1
232193,Chiefn_,2,0,-1,-1
232446,ash6,1,0,-1,-2
233059,Ribboned Ace,2,0,-1,-1
237282,Electroman,1,0,-2,-1
245346,SIMP | Vagab0nd,1,0,-1,-2
267849,TG | Mot$,1,1,4,-2
268767,markrevival,1,0,-1,-2
269238,91,1,0,-1,-2
275922,Otto_Zone,1,0,-2,-1
276041,Kettering,1,0,-2,-1
279107,Khryke,1,1,13,-2
327350,lochist,1,0,-1,-2
328736,SadSack,1,0,-1,-2
362459,SeshLord Ozai,1,0,-2,-1
378512,Khoron | Oreo,1,0,-2,-1
379542,Lee,1,0,-2,-1
466221,Melo,2,0,-1,-1
472971,yBaS | MaxJacks,1,0,-1,-2
491552,DannyPhantom,1,1,-2,13
512704,Axis,1,0,-1,-2
519985,Marvelboy,1,0,-1,-2
530964,Heatedchaos,1,0,-2,-1
533918,Maelstrom,1,0,-2,-1
542693,Bbatts,2,1,-1,9
552087,Kerblamu,1,0,-2,-1
581039,I'm Michael BTW,2,2,13,13
582190,rice,1,0,-2,-1
654514,probably high,1,0,-2,-1
657175,Bobakanoosh,1,0,-1,-2
657464,CowCowCowCowCow,1,0,-2,-1
657711,PurpleZ,1,0,-1,-2
694497,IMP | Ben,2,2,3,2
709843,Chem,1,0,-1,-2
725014,charmell0,2,0,-1,-1
725016,Dolfo,1,0,-1,-2
735376,CVSmashMods | Ripn,1,0,-2,-1
748365,ledgefiend,1,0,-2,-1
764680,STLTS,1,0,-2,-1
776417,GSG,1,0,-2,-1
834231,Jun,2,0,-1,-1
836691,BeanBurrito-San,1,0,-1,-2
875354,Penguin,1,0,-1,-2
928066,Kelpo,1,0,-1,-2
945542,KOA | youngbool,1,0,-1,-2
950362,EWA | ERGonomics,1,0,-2,-1
1013413,WFL | ABC,1,0,-2,-1
1053202,diddylonglegs,1,0,-2,-1
1077796,FreeHops,2,0,-1,-1
1081722,kaiyon,1,0,-2,-1
1149773,ali_,1,0,-1,-2
1194651,gsm | Pound,2,0,-1,-1
1248621,Anzeray,1,0,-1,-2
1278457,Rocket,1,1,13,-2
1375808,Epoodle,2,1,-1,9
1432189,nunoodle,1,0,-1,-2
1442352,BK_Rib,1,0,-2,-1
1451042,Deeb,1,0,-1,-2
1500084,Ariz,1,0,-2,-1
1562196,EagleOne,1,0,-2,-1
1598204,YoungHanSolo,1,0,-1,-2
1619463,Arctic,1,0,-2,-1
1640788,Special K,1,0,-1,-2
1658777,CrazyColtCory,1,0,-2,-1
1723399,jeddo,1,0,-1,-2
1796764,Mp drago,1,0,-2,-1
1871538,Not_DuduTsai,1,0,-1,-2
1918686,Analog,1,0,-2,-1
1918774,EWA | Gorgonzola,1,0,-2,-1
1940854,JoffDuchar,1,0,-1,-2
1944467,SUPERUNKNOWN,2,0,-1,-1
1946855,PRD | JMi,1,0,-2,-1
1957918,Cow,2,0,-1,-1
1966716,LewdCelebs4Free,1,0,-1,-2
1974127,aujory,2,0,-1,-1
1974143,Jeem,1,0,-1,-2
1989729,Nips,1,0,-2,-1
2004464,Rama,1,0,-2,-1
2029721,Ghost Rider,1,0,-1,-2
2041350,2rk | Turok,1,0,-1,-2
2084281,Keykey,1,0,-1,-2
2085246,kippu,1,0,-2,-1
2093540,RitzyCheese,1,0,-1,-2
2140092,Jet,1,0,-1,-2
2146437,HaxMoneyHulkHogan,1,0,-1,-2
2160161,GAS,1,0,-1,-2
2170469,Triple Cake Dance,2,0,-1,-1
2179108,Mud,1,0,-1,-2
2192126,NattyIce,2,0,-1,-1
2206263,nmble-mann,1,0,-2,-1
2215703,DiMaria,1,0,-2,-1
2242538,Erica,1,0,-1,-2
