SmasherID,SmashTag,NumTMTEntered,NumInBracket,PWeek1,PWeek2,PWeek3,PWeek4,PWeek5,PWeek6,PWeek7
11603,Arctic,2,0,-2,-2,-1,-1,-2,-2,-2
11945,RULES | Strazz,5,0,-2,-1,-1,-1,-1,-2,-1
12023,El Link,3,0,-1,-1,-1,-2,-2,-2,-2
12048,K8A,5,3,-1,-2,13,9,-1,-2,9
12137,yingling,3,0,-1,-2,-2,-1,-2,-1,-2
12365,PW | Vincessant,2,0,-1,-2,-2,-1,-2,-2,-2
12817,WU | nerodero,1,0,-2,-2,-2,-1,-2,-2,-2
13639,21! | Ronan,1,0,-2,-1,-2,-2,-2,-2,-2
13746,Baja,1,0,-2,-2,-1,-2,-2,-2,-2
13765,Help,2,0,-2,-1,-1,-2,-2,-2,-2
14305,Nard Dawg,4,0,-2,-1,-1,-1,-2,-1,-2
14514,Howdy,1,0,-2,-2,-2,-1,-2,-2,-2
14592,ZOOK | Suezo,3,2,-2,13,-2,-2,-1,9,-2
15298,Cowbell,1,0,-2,-1,-2,-2,-2,-2,-2
15447,Jkiller,1,1,-2,-2,17,-2,-2,-2,-2
15504,Umarth,1,1,-2,-2,-2,5,-2,-2,-2
15586,The_Hat123 | Anjo,4,3,-2,-2,17,-1,-2,17,17
15927,jedi093,1,0,-2,-2,-2,-1,-2,-2,-2
15989,DarkHero,2,2,-2,-2,-2,5,-2,-2,3
16023,soccermom69,2,2,-2,-2,-2,17,13,-2,-2
16182,Obsidian,1,0,-2,-2,-2,-2,-2,-2,-1
16393,Higgins,1,0,-2,-2,-2,-1,-2,-2,-2
16468,CV Aceflight,3,0,-2,-2,-1,-2,-2,-1,-1
16478,Anjel,1,0,-2,-2,-1,-2,-2,-2,-2
18652,LFTG | Logos,3,2,17,17,-2,-2,-2,-1,-2
18722,K.H.D | REIGN,1,0,-2,-2,-2,-1,-2,-2,-2
19346,mexico629,2,0,-2,-2,-1,-1,-2,-2,-2
19979,Sammy,1,0,-2,-2,-2,-2,-2,-1,-2
21081,Opportunity,2,0,-2,-2,-1,-2,-2,-2,-1
21405,Fire,2,0,-1,-2,-2,-1,-2,-2,-2
22088,Nebulous | Jib,2,0,-1,-2,-1,-2,-2,-2,-2
22333,Redcoat,4,0,-2,-1,-1,-1,-1,-2,-2
22458,Kandayo,5,0,-1,-2,-2,-1,-1,-1,-1
22479,Rei,1,1,-2,-2,-2,-2,13,-2,-2
22595,Aura,5,1,-1,-1,-1,-2,-2,17,-1
23207,veil,2,0,-2,-2,-2,-2,-1,-1,-2
23422,ZimD00D,1,0,-2,-1,-2,-2,-2,-2,-2
23501,Ratt,2,0,-1,-2,-1,-2,-2,-2,-2
23920,GHQ | Zamu,1,1,-2,-2,-2,-2,-2,-2,4
23995,Forrest,1,0,-1,-2,-2,-2,-2,-2,-2
25351,Hell'sLabyrinth,4,0,-1,-2,-1,-1,-1,-2,-2
25463,Creature,1,0,-2,-2,-2,-1,-2,-2,-2
25478,Maruf,2,1,-2,-2,-1,-2,17,-2,-2
25810,Melee Stats | Pikachu942,1,0,-1,-2,-2,-2,-2,-2,-2
25916,redpandamaster,1,0,-1,-2,-2,-2,-2,-2,-2
26004,Kyler,1,0,-2,-2,-2,-1,-2,-2,-2
26187,Slowking,1,1,-2,-2,13,-2,-2,-2,-2
26289,Trill Jake,1,0,-2,-2,-2,-2,-1,-2,-2
26387,Phantom Airline,3,0,-1,-2,-2,-1,-2,-1,-2
26574,NEU | Shmeeli,1,1,-2,-2,-2,13,-2,-2,-2
26750,KoDoRiN,5,5,1,1,2,-2,5,5,-2
26920,Trash,1,0,-1,-2,-2,-2,-2,-2,-2
26934,Clay,1,0,-2,-2,-2,-2,-2,-1,-2
27524,JustRhett,2,0,-2,-2,-1,-1,-2,-2,-2
27547,TSBO | HateSauce,1,0,-2,-2,-2,-2,-1,-2,-2
27638,Panda,1,0,-2,-2,-2,-2,-2,-2,-1
27754,Chummi,1,0,-2,-2,-2,-2,-2,-2,-1
27862,Musashi,1,1,-2,-2,-2,-2,-2,-2,13
28391,Vigilance,1,0,-2,-2,-2,-1,-2,-2,-2
28793,Light,2,1,-2,-2,-2,17,-1,-2,-2
28815,doctahdylan,1,0,-2,-2,-2,-2,-2,-1,-2
29103,Hexjo,1,0,-2,-2,-2,-2,-2,-2,-1
29405,Vianny,2,0,-2,-2,-1,-2,-1,-2,-2
29840,TBD,3,1,-1,17,-2,-1,-2,-2,-2
30804,Frap,6,0,-1,-1,-1,-2,-1,-1,-1
30913,SHwang,1,0,-2,-2,-2,-2,-2,-2,-1
31487,Winx Club | Siddward,6,1,-1,-2,-1,9,-1,-1,-1
32201,PRIN$E,4,1,-2,-1,-2,-2,-1,-1,13
32691,Blitzkrieg,2,0,-1,-2,-2,-2,-2,-2,-1
33458,RustyTrombone,3,0,-2,-2,-1,-1,-1,-2,-2
34399,BuenasRetas | Cobs,6,0,-2,-1,-1,-1,-1,-1,-1
34694,flthd | flatline,1,0,-1,-2,-2,-2,-2,-2,-2
34804,Barry Allen,1,0,-2,-2,-1,-2,-2,-2,-2
34893,Zoma,1,0,-2,-2,-2,-2,-2,-2,-1
34902,Tanooki,1,0,-1,-2,-2,-2,-2,-2,-2
35192,Robert Flambe,1,0,-2,-2,-2,-2,-2,-1,-2
35258,LFG | Fist Mexico,4,0,-2,-1,-1,-1,-1,-2,-2
37116,GUG | Kurv,4,3,-1,-2,-2,-2,2,13,7
37223,PEP | Sp1nda,2,0,-2,-2,-2,-2,-1,-1,-2
37975,Zellpree,2,0,-2,-2,-2,-2,-2,-1,-1
38643,RedX,6,0,-1,-2,-1,-1,-1,-1,-1
38979,Tristan's Rule,1,0,-2,-2,-2,-2,-2,-1,-2
39235,Dream,2,1,-2,7,-2,-2,-2,-1,-2
40399,Elders React | Third Strongest,1,0,-2,-2,-2,-1,-2,-2,-2
40793,MGFC | bootichief,5,0,-1,-1,-1,-1,-1,-2,-2
41055,jacket,2,1,13,-1,-2,-2,-2,-2,-2
41374,Anchovy,2,0,-2,-1,-1,-2,-2,-2,-2
45236,Lime,2,1,-2,-2,-2,-2,17,-1,-2
45356,OtES,3,0,-2,-1,-1,-2,-1,-2,-2
45444,Kaz,1,0,-2,-2,-2,-1,-2,-2,-2
45726,CS | Faust,1,0,-2,-2,-1,-2,-2,-2,-2
46752,doby,1,0,-2,-2,-2,-2,-2,-2,-1
47497,Ellis,4,0,-2,-1,-1,-1,-1,-2,-2
47650,shoelegend88,5,0,-1,-2,-1,-1,-2,-1,-1
47752,p3achyjr,1,0,-2,-2,-2,-2,-2,-1,-2
47866,Erik,1,1,-2,-2,-2,13,-2,-2,-2
48322,AHHHHH | Climbers Alice,1,0,-2,-1,-2,-2,-2,-2,-2
48578,LoneCubone,1,0,-2,-2,-2,-2,-2,-1,-2
48946,E,1,0,-2,-2,-2,-1,-2,-2,-2
49875,Paladin,4,2,-2,17,-1,17,-2,-1,-2
50053,PML | Die222,4,0,-2,-2,-2,-1,-1,-1,-1
50259,BLE | SluG,1,1,-2,-2,-2,-2,3,-2,-2
50937,Wumbo,1,0,-1,-2,-2,-2,-2,-2,-2
51055,MIT | unlucky,1,0,-2,-2,-1,-2,-2,-2,-2
51076,Power Kevin,2,0,-1,-2,-1,-2,-2,-2,-2
51112,Pilgrim,1,0,-2,-2,-2,-1,-2,-2,-2
51373,prof,1,1,9,-2,-2,-2,-2,-2,-2
51464,UCLA | Suvir,1,0,-2,-2,-2,-2,-1,-2,-2
53365,Ringler,1,1,-2,-2,-2,-2,9,-2,-2
53839,Poopy Ass,1,0,-2,-2,-2,-2,-2,-1,-2
54556,KillThePast | bebul,1,0,-2,-2,-2,-1,-2,-2,-2
60696,FM | Cilan,2,0,-1,-2,-2,-2,-2,-2,-1
61570,CG | Peppi | Pappi,3,3,5,-2,-2,-2,-2,3,17
61897,LSD,1,1,-2,4,-2,-2,-2,-2,-2
62320,KayB,1,0,-2,-2,-2,-2,-1,-2,-2
62457,QTT | Yeyo,3,0,-2,-2,-2,-1,-2,-1,-1
62721,Dirty Lasagna,1,0,-2,-2,-2,-2,-2,-1,-2
63581,CableKnit,2,0,-2,-2,-1,-1,-2,-2,-2
63772,Fern,6,0,-2,-1,-1,-1,-1,-1,-1
63940,Weeg,1,0,-2,-2,-1,-2,-2,-2,-2
64574,Zamorota,1,0,-2,-2,-2,-1,-2,-2,-2
64692,Blues Clues,6,5,9,-1,9,4,7,7,-2
65598,rickey_kc,1,0,-2,-2,-2,-2,-1,-2,-2
65777,bobby big ballz,3,3,-2,-2,5,-2,4,-2,5
66311,zilo,1,0,-2,-2,-2,-2,-2,-1,-2
68261,Azel,2,2,-2,-2,-2,-2,-2,9,9
69699,Smeedot,2,0,-2,-2,-2,-1,-1,-2,-2
69921,Furniture,1,1,-2,-2,-2,-2,-2,-2,17
70110,Buttlet,2,0,-2,-2,-2,-1,-1,-2,-2
70458,PEPIS | Noire,4,3,-2,-2,9,9,7,-1,-2
103305,Dr. Lame,1,0,-1,-2,-2,-2,-2,-2,-2
127997,CW | rabit!,3,1,-2,-2,-1,17,-1,-2,-2
128898,Zhaoshu,2,0,-2,-1,-2,-2,-2,-2,-1
129344,totally butts,1,0,-2,-1,-2,-2,-2,-2,-2
129363,Flow | ESPONJA,4,0,-1,-1,-1,-2,-2,-1,-2
130672,Soltrain,3,0,-2,-1,-2,-1,-2,-2,-1
131130,Leyo,1,0,-2,-2,-1,-2,-2,-2,-2
132938,RU | Midnight Blue,3,0,-1,-2,-1,-2,-2,-1,-2
133666,404 YC | Salt,3,3,-2,-2,-2,-2,9,5,7
134823,QTT | Pelon,2,0,-2,-2,-2,-2,-1,-1,-2
135088,LFG | PanterA,2,1,-2,-2,-1,13,-2,-2,-2
135091,GS | SubTails,2,0,-2,-2,-2,-1,-1,-2,-2
135795,cockbread,3,0,-2,-2,-2,-1,-1,-1,-2
136990,Holy | key,2,0,-2,-1,-2,-1,-2,-2,-2
137480,Jpeg | RC,2,1,-2,-2,-2,-1,17,-2,-2
138710,Golden,3,2,-2,-2,9,-2,5,-1,-2
144133,YBBT | leroydankins,3,0,-2,-2,-2,-1,-1,-1,-2
145075,blazerboy,2,0,-2,-2,-2,-1,-2,-1,-2
146978,Ding Hing,3,0,-2,-2,-2,-2,-1,-1,-1
147424,Spiral Cafe | Krudo,1,0,-2,-2,-2,-2,-2,-1,-2
147811,Dawson,2,2,-2,-2,-2,-2,-2,17,9
148028,Navjyot Sandhu | Connect4Master,1,0,-2,-2,-2,-1,-2,-2,-2
148200,Big Pivot,2,0,-2,-2,-2,-2,-2,-1,-1
148736,GThree,1,0,-2,-2,-1,-2,-2,-2,-2
149952,Jakespeare,1,0,-2,-1,-2,-2,-2,-2,-2
150123,TPN,2,1,-2,-2,-2,-2,-2,-1,9
151306,Zephyr,1,0,-2,-2,-2,-2,-2,-2,-1
151360,Inky,1,1,9,-2,-2,-2,-2,-2,-2
152060,Vent,2,0,-2,-2,-2,-1,-1,-2,-2
152754,Hood,2,0,-2,-2,-1,-2,-2,-1,-2
152800,wally,1,0,-2,-2,-2,-1,-2,-2,-2
153138,ZouL,1,0,-2,-2,-2,-1,-2,-2,-2
153334,Silkylaroux,1,0,-2,-2,-2,-1,-2,-2,-2
154507,HOT TUB | signifyisdumb,1,0,-2,-2,-2,-2,-2,-2,-1
156503,Beiker,1,0,-2,-2,-1,-2,-2,-2,-2
156775,Chadwicc,1,0,-2,-2,-1,-2,-2,-2,-2
157615,ight,1,0,-2,-1,-2,-2,-2,-2,-2
157632,TurboThot,2,0,-2,-1,-2,-2,-2,-1,-2
158003,Mono,1,0,-2,-2,-2,-2,-2,-2,-1
158213,LG | Louis,1,0,-1,-2,-2,-2,-2,-2,-2
158524,Oferton,1,0,-2,-2,-2,-1,-2,-2,-2
159198,Pi2z,1,0,-1,-2,-2,-2,-2,-2,-2
171201,Mootook,1,0,-2,-1,-2,-2,-2,-2,-2
172811,CS | Amity,1,0,-2,-2,-2,-2,-2,-2,-1
173178,LAG,3,2,-2,13,-1,7,-2,-2,-2
175446,DJAN,2,0,-2,-2,-2,-2,-1,-2,-1
175870,ÆRO,1,0,-2,-2,-2,-2,-1,-2,-2
180797,Cpt.Blade,1,0,-2,-2,-2,-1,-2,-2,-2
181689,Hell Kaiser,1,0,-2,-2,-2,-1,-2,-2,-2
182963,CILLGOD,1,0,-2,-2,-2,-2,-2,-2,-1
183677,Yamasaki,6,0,-1,-1,-1,-1,-1,-2,-1
184457,MessiSTL,3,0,-2,-2,-1,-1,-2,-1,-2
184545,Pulch,2,0,-2,-2,-2,-2,-1,-1,-2
184637,Joey Donuts,4,4,-2,17,9,17,17,-2,-2
185013,Habi,1,0,-2,-2,-2,-1,-2,-2,-2
185618,Captain G,1,0,-2,-1,-2,-2,-2,-2,-2
185620,Usernamejpg,1,0,-2,-2,-2,-1,-2,-2,-2
205873,Funktrocious,2,0,-2,-2,-2,-2,-1,-1,-2
211440,Darrell,7,0,-1,-1,-1,-1,-1,-1,-1
212497,twitch.tv | emu50,1,0,-2,-2,-2,-2,-2,-2,-1
213297,Chompy,5,0,-1,-2,-1,-1,-1,-1,-2
219838,Lamb's Ear,4,0,-2,-1,-1,-1,-1,-2,-2
221136,Zeeker,1,0,-2,-2,-2,-2,-2,-1,-2
221423,Typhoon,2,1,-2,-1,7,-2,-2,-2,-2
224897,AWaveDash,2,0,-1,-1,-2,-2,-2,-2,-2
226271,SU | wild flower,1,0,-2,-1,-2,-2,-2,-2,-2
226595,TourGuide,2,0,-1,-2,-2,-1,-2,-2,-2
229216,KaiKwonDo,2,0,-2,-1,-2,-1,-2,-2,-2
229925,Happy,1,0,-2,-2,-2,-1,-2,-2,-2
230122,vampa,2,0,-2,-2,-2,-1,-1,-2,-2
230350,AR0,1,0,-2,-2,-2,-2,-2,-2,-1
230537,hHerb,2,0,-2,-2,-1,-1,-2,-2,-2
232193,Chiefn_,7,0,-1,-1,-1,-1,-1,-1,-1
232446,ash6,2,0,-1,-2,-2,-2,-2,-1,-2
233059,Ribboned Ace,3,0,-1,-1,-2,-1,-2,-2,-2
237282,Electroman,2,0,-2,-1,-1,-2,-2,-2,-2
241260,Alex18+,1,0,-2,-2,-2,-2,-2,-2,-1
245069,PALS | Jello,1,1,-2,-2,-2,-2,-2,9,-2
245152,emy,2,0,-2,-2,-2,-2,-2,-1,-1
245346,SIMP | Vagab0nd,3,0,-1,-2,-1,-2,-2,-1,-2
245795,TR | H,1,0,-2,-2,-2,-1,-2,-2,-2
252523,Dusky,3,0,-2,-2,-1,-1,-2,-1,-2
252543,LG | Yu,1,1,-2,-2,-2,7,-2,-2,-2
252656,DERT | Petra,1,0,-2,-2,-2,-2,-1,-2,-2
254673,Layer,2,0,-2,-2,-1,-1,-2,-2,-2
257324,GSP,2,0,-2,-2,-1,-1,-2,-2,-2
259856,Seraph,1,0,-2,-2,-2,-2,-1,-2,-2
267849,TG | Mot$,1,1,4,-2,-2,-2,-2,-2,-2
268767,markrevival,4,0,-1,-2,-1,-2,-2,-1,-1
269238,91,1,0,-1,-2,-2,-2,-2,-2,-2
269511,SquidTheCat,4,0,-2,-2,-1,-1,-2,-1,-1
275922,Otto_Zone,1,0,-2,-1,-2,-2,-2,-2,-2
276041,Kettering,1,0,-2,-1,-2,-2,-2,-2,-2
276973,Red,1,0,-2,-2,-2,-1,-2,-2,-2
277060,Cuk | Veths,1,0,-2,-2,-2,-1,-2,-2,-2
277309,DPMZ,1,0,-2,-2,-2,-2,-2,-2,-1
278295,DadsAkimbo,3,0,-2,-2,-1,-1,-2,-2,-1
279107,Khryke,1,1,13,-2,-2,-2,-2,-2,-2
279722,Justus,1,1,-2,-2,-2,-2,-2,17,-2
283648,MDF | Amor,1,0,-2,-2,-1,-2,-2,-2,-2
287526,MacTheStampede,1,0,-2,-2,-2,-2,-2,-1,-2
288395,jams,3,0,-2,-2,-1,-1,-1,-2,-2
322324,maxi,1,0,-2,-2,-1,-2,-2,-2,-2
326727,Frumentarii,2,0,-2,-2,-2,-2,-2,-1,-1
327212,IWI | Marrgasm,1,0,-2,-2,-2,-2,-2,-1,-2
327350,lochist,1,0,-1,-2,-2,-2,-2,-2,-2
328736,SadSack,1,0,-1,-2,-2,-2,-2,-2,-2
354953,RPG,1,0,-2,-2,-2,-2,-2,-2,-1
360229,BEBO,1,0,-2,-2,-2,-2,-2,-1,-2
362459,SeshLord Ozai,1,0,-2,-1,-2,-2,-2,-2,-2
368021,JitteryInChurch,1,0,-2,-2,-1,-2,-2,-2,-2
368847,SS | Julio,1,0,-2,-2,-2,-2,-2,-2,-1
378512,Khoron | Oreo,2,0,-2,-1,-1,-2,-2,-2,-2
379419,Zab,3,0,-2,-2,-2,-1,-1,-1,-2
379542,Lee,1,0,-2,-1,-2,-2,-2,-2,-2
413573,John,1,0,-2,-2,-2,-2,-2,-2,-1
423669,Wōlī,1,0,-2,-2,-1,-2,-2,-2,-2
428826,ArcaneFox,5,0,-2,-2,-1,-1,-1,-1,-1
448153,Neenor,2,1,-2,-2,-2,-2,-1,13,-2
450784,Fredrick,1,0,-2,-2,-2,-1,-2,-2,-2
466221,Melo,6,0,-1,-1,-1,-2,-1,-1,-1
472971,yBaS | MaxJacks,1,0,-1,-2,-2,-2,-2,-2,-2
491552,DannyPhantom,1,1,-2,13,-2,-2,-2,-2,-2
492755,BoffTarget,4,0,-2,-2,-2,-1,-1,-1,-1
495213,Banger,2,0,-2,-2,-2,-1,-1,-2,-2
507912,Top Shelf | Dulbasaur,1,0,-2,-2,-2,-2,-2,-2,-1
508967,Goosekhan,1,0,-2,-2,-2,-2,-2,-2,-1
512704,Axis,2,0,-1,-2,-2,-2,-2,-1,-2
519779,NJ | Tommy,1,0,-2,-2,-2,-1,-2,-2,-2
519985,Marvelboy,3,0,-1,-2,-2,-2,-1,-1,-2
524651,Schwifty | Sirjaxism,3,0,-2,-2,-1,-1,-1,-2,-2
524896,LEVO | Mento,1,0,-2,-2,-2,-2,-1,-2,-2
525553,jerma985,1,0,-2,-2,-1,-2,-2,-2,-2
528737,3OutChange,3,0,-2,-2,-1,-1,-2,-1,-2
530964,Heatedchaos,1,0,-2,-1,-2,-2,-2,-2,-2
533918,Maelstrom,4,0,-2,-1,-1,-2,-1,-2,-1
538935,Jangu,1,0,-2,-2,-2,-2,-2,-2,-1
539984,Ahmad,4,2,-2,-2,17,-2,-1,-1,17
542693,Bbatts,5,2,-1,9,-1,-2,-2,7,-1
552087,Kerblamu,1,0,-2,-1,-2,-2,-2,-2,-2
581039,I'm Michael BTW,5,3,13,13,-1,-1,-2,17,-2
581230,SmashMouthEgg,2,0,-2,-2,-1,-2,-2,-2,-1
582190,rice,5,0,-2,-1,-1,-1,-2,-1,-1
585248,magnumgunn3r,1,0,-2,-2,-1,-2,-2,-2,-2
592660,aL0w,1,0,-2,-2,-2,-1,-2,-2,-2
598192,Pena,3,0,-2,-2,-2,-1,-1,-1,-2
608505,2ndLaw,2,0,-2,-2,-2,-1,-1,-2,-2
617254,N8v,2,0,-2,-2,-2,-2,-1,-1,-2
637179,Sodabro,2,1,-2,-2,-1,13,-2,-2,-2
638273,SKY | Matwood,4,0,-2,-2,-1,-1,-1,-1,-2
654514,probably high,2,0,-2,-1,-2,-1,-2,-2,-2
657175,Bobakanoosh,2,0,-1,-2,-2,-2,-2,-1,-2
657464,CowCowCowCowCow,3,0,-2,-1,-1,-1,-2,-2,-2
657711,PurpleZ,2,0,-1,-2,-2,-1,-2,-2,-2
682345,Rive,1,0,-2,-2,-2,-1,-2,-2,-2
684008,deep_cuts,4,0,-2,-2,-2,-1,-1,-1,-1
691112,JMONEY,2,0,-2,-2,-2,-1,-2,-2,-1
694497,IMP | Ben,6,6,3,2,7,1,-2,9,2
709843,Chem,2,0,-1,-2,-2,-2,-2,-1,-2
710975,Keo,2,0,-2,-2,-2,-2,-2,-1,-1
725014,charmell0,4,0,-1,-1,-2,-1,-1,-2,-2
725016,Dolfo,2,0,-1,-2,-1,-2,-2,-2,-2
732665,Lama,1,0,-2,-2,-2,-2,-2,-2,-1
735376,CVSmashMods | Ripn,2,0,-2,-1,-2,-2,-1,-2,-2
748365,ledgefiend,4,0,-2,-1,-2,-1,-2,-1,-1
764680,STLTS,1,0,-2,-1,-2,-2,-2,-2,-2
776417,GSG,1,0,-2,-1,-2,-2,-2,-2,-2
834231,Jun,2,0,-1,-1,-2,-2,-2,-2,-2
835179,Koe | Nike,1,0,-2,-2,-2,-1,-2,-2,-2
836691,BeanBurrito-San,1,0,-1,-2,-2,-2,-2,-2,-2
841539,Alpaca,1,0,-2,-2,-2,-2,-2,-1,-2
846125,Navedo,2,0,-2,-2,-1,-1,-2,-2,-2
875354,Penguin,1,0,-1,-2,-2,-2,-2,-2,-2
880372,Good1ife,1,0,-2,-2,-1,-2,-2,-2,-2
887010,Rockin,1,0,-2,-2,-2,-2,-2,-2,-1
890721,Mr. Butterfly,1,0,-2,-2,-2,-2,-2,-1,-2
906300,ilovedenmark69,1,0,-2,-2,-2,-2,-2,-1,-2
920546,Gewl,1,0,-2,-2,-2,-1,-2,-2,-2
925836,Ashley,2,0,-2,-2,-2,-1,-2,-2,-1
928066,Kelpo,1,0,-1,-2,-2,-2,-2,-2,-2
945542,KOA | youngbool,1,0,-1,-2,-2,-2,-2,-2,-2
950362,EWA | ERGonomics,2,0,-2,-1,-2,-2,-2,-1,-2
956568,Night,1,0,-2,-2,-1,-2,-2,-2,-2
1013413,WFL | ABC,2,0,-2,-1,-1,-2,-2,-2,-2
1016657,Kr1meM45ter2517A,2,0,-2,-2,-1,-2,-1,-2,-2
1023611,U.S Marine,2,0,-2,-2,-1,-1,-2,-2,-2
1026815,Sakm,3,0,-2,-2,-2,-2,-1,-1,-1
1034371,niimo,1,0,-2,-2,-2,-2,-1,-2,-2
1053040,UNCO | Neur0n,2,0,-2,-2,-2,-1,-2,-2,-1
1053202,diddylonglegs,3,0,-2,-1,-1,-2,-2,-1,-2
1065475,Muffin,1,0,-2,-2,-2,-1,-2,-2,-2
1071935,Teva,1,0,-2,-2,-2,-2,-1,-2,-2
1077796,FreeHops,6,0,-1,-1,-1,-1,-2,-1,-1
1081722,kaiyon,1,0,-2,-1,-2,-2,-2,-2,-2
1149773,ali_,1,0,-1,-2,-2,-2,-2,-2,-2
1171263,PYR,1,0,-2,-2,-2,-2,-2,-1,-2
1194651,gsm | Pound,5,0,-1,-1,-1,-1,-2,-2,-1
1222140,mangine,1,0,-2,-2,-2,-2,-2,-2,-1
1222893,lol | Hero,1,0,-2,-2,-1,-2,-2,-2,-2
1234414,Paran,1,0,-2,-2,-2,-2,-2,-2,-1
1248621,Anzeray,1,0,-1,-2,-2,-2,-2,-2,-2
1273646,PierreLuk,1,0,-2,-2,-2,-2,-2,-2,-1
1278457,Rocket,1,1,13,-2,-2,-2,-2,-2,-2
1290774,Honey Nut Cheerios,1,0,-2,-2,-1,-2,-2,-2,-2
1298609,Beck,4,0,-2,-2,-2,-1,-1,-1,-1
1342054,butterfli,1,0,-2,-2,-2,-2,-2,-2,-1
1375808,Epoodle,5,2,-1,9,17,-1,-2,-2,-1
1379261,S.O.D.A,2,0,-2,-2,-2,-2,-1,-1,-2
1388856,SHRD#209 | Shredder,1,0,-2,-2,-2,-2,-2,-2,-1
1395471,MIB | handsofgnatz,1,0,-2,-2,-2,-2,-2,-2,-1
1432189,nunoodle,1,0,-1,-2,-2,-2,-2,-2,-2
1442352,BK_Rib,2,0,-2,-1,-1,-2,-2,-2,-2
1451042,Deeb,1,0,-1,-2,-2,-2,-2,-2,-2
1465414,ruco,1,0,-2,-2,-1,-2,-2,-2,-2
1466521,Floods,3,0,-2,-2,-1,-2,-1,-1,-2
1500084,Ariz,1,0,-2,-1,-2,-2,-2,-2,-2
1501041,Hamburglar,1,0,-2,-2,-2,-2,-2,-1,-2
1524828,Dhar Mann | Ben Snape,2,0,-2,-2,-2,-2,-1,-2,-1
1533315,Essey,4,0,-2,-2,-2,-1,-1,-1,-1
1562196,EagleOne,1,0,-2,-1,-2,-2,-2,-2,-2
1585998,Arkdael,1,0,-2,-2,-2,-2,-2,-1,-2
