SmasherID,SmashTag,RWeek1,RWeek2,RWeek3,RWeek4,RWeek5,RWeek6,ChangeInRank
28793,Light,NAN,NAN,NAN,61.0,56.0,67.0,-11.0
28815,doctahdylan,NAN,NAN,NAN,NAN,NAN,340.0,NAN
29405,Vianny,NAN,NAN,90.0,135.0,111.0,128.0,-17.0
29840,TBD,21,24,34.0,34.0,41.0,54.0,-13.0
30804,Frap,33,36,43.0,58.0,67.0,60.0,7.0
31487,Winx Club | Siddward,36,65,63.0,26.0,30.0,32.0,-2.0
32201,PRIN$E,NAN,65,101.0,150.0,111.0,103.0,8.0
32691,Blitzkrieg,87,147,216.0,294.0,334.0,367.0,-33.0
33458,RustyTrombone,NAN,NAN,135.0,123.0,102.0,119.0,-17.0
34399,BuenasRetas | Cobs,NAN,115,119.0,135.0,128.0,133.0,-5.0
34694,flthd | flatline,87,147,216.0,294.0,334.0,367.0,-33.0
34804,Barry Allen,NAN,NAN,244.0,323.0,369.0,406.0,-37.0
34902,Tanooki,47,82,128.0,180.0,204.0,227.0,-23.0
35192,Robert Flambe,NAN,NAN,NAN,NAN,NAN,315.0,NAN
35258,LFG | Fist Mexico,NAN,115,73.0,67.0,79.0,94.0,-15.0
37116,GUG | Kurv,54,95,145.0,198.0,12.0,12.0,0.0
37223,PEP | Sp1nda,NAN,NAN,NAN,NAN,128.0,97.0,31.0
37975,Zellpree,NAN,NAN,NAN,NAN,NAN,406.0,NAN
38643,RedX,59,106,135.0,103.0,96.0,94.0,2.0
38979,Tristan's Rule,NAN,NAN,NAN,NAN,NAN,138.0,NAN
39235,Dream,NAN,12,19.0,27.0,32.0,37.0,-5.0
40399,Elders React | Third Strongest,NAN,NAN,NAN,169.0,194.0,216.0,-22.0
40793,MGFC | bootichief,67,39,48.0,52.0,47.0,58.0,-11.0
41055,jacket,13,18,23.0,33.0,39.0,50.0,-11.0
41374,Anchovy,NAN,38,43.0,58.0,76.0,90.0,-14.0
45236,Lime,NAN,NAN,NAN,NAN,102.0,97.0,5.0
45356,OtES,NAN,106,90.0,135.0,149.0,171.0,-22.0
45444,Kaz,NAN,NAN,NAN,211.0,240.0,277.0,-37.0
45726,CS | Faust,NAN,NAN,109.0,155.0,178.0,201.0,-23.0
47497,Ellis,NAN,82,51.0,55.0,56.0,67.0,-11.0
47650,shoelegend88,87,147,145.0,144.0,169.0,128.0,41.0
47752,p3achyjr,NAN,NAN,NAN,NAN,NAN,277.0,NAN
47866,Erik,NAN,NAN,NAN,45.0,62.0,73.0,-11.0
48322,AHHHHH | Climbers Alice,NAN,147,216.0,294.0,334.0,367.0,-33.0
48578,LoneCubone,NAN,NAN,NAN,NAN,NAN,340.0,NAN
48946,E,NAN,NAN,NAN,89.0,115.0,133.0,-18.0
49875,Paladin,NAN,31,39.0,30.0,36.0,42.0,-6.0
50053,PML | Die222,NAN,NAN,NAN,135.0,81.0,79.0,2.0
50259,BLE | SluG,NAN,NAN,NAN,NAN,14.0,18.0,-4.0
50937,Wumbo,87,147,216.0,294.0,334.0,367.0,-33.0
51055,MIT | unlucky,NAN,NAN,154.0,211.0,240.0,277.0,-37.0
51076,Power Kevin,98,167,194.0,267.0,305.0,340.0,-35.0
51112,Pilgrim,NAN,NAN,NAN,224.0,259.0,293.0,-34.0
51373,prof,10,17,22.0,31.0,37.0,47.0,-10.0
51464,UCLA | Suvir,NAN,NAN,NAN,NAN,212.0,237.0,-25.0
53365,Ringler,NAN,NAN,NAN,NAN,39.0,50.0,-11.0
53839,Poopy Ass,NAN,NAN,NAN,NAN,NAN,293.0,NAN
54556,KillThePast | bebul,NAN,NAN,NAN,267.0,305.0,340.0,-35.0
60696,FM | Cilan,78,131,194.0,267.0,305.0,340.0,-35.0
61570,CG | Peppi | Pappi,5,9,13.0,20.0,26.0,9.0,17.0
61897,LSD,NAN,7,10.0,12.0,20.0,25.0,-5.0
62320,KayB,NAN,NAN,NAN,NAN,240.0,277.0,-37.0
62457,QTT | Yeyo,NAN,NAN,NAN,211.0,240.0,227.0,13.0
62721,Dirty Lasagna,NAN,NAN,NAN,NAN,NAN,152.0,NAN
63581,CableKnit,NAN,NAN,174.0,211.0,240.0,277.0,-37.0
63772,Fern,NAN,74,82.0,81.0,92.0,103.0,-11.0
63940,Weeg,NAN,NAN,80.0,119.0,142.0,164.0,-22.0
64574,Zamorota,NAN,NAN,NAN,180.0,204.0,227.0,-23.0
64692,Blues Clues,9,11,7.0,5.0,4.0,4.0,0.0
65598,rickey_kc,NAN,NAN,NAN,NAN,334.0,367.0,-33.0
65777,bobby big ballz,NAN,NAN,15.0,22.0,8.0,11.0,-3.0
66311,zilo,NAN,NAN,NAN,NAN,NAN,227.0,NAN
68261,Azel,NAN,NAN,NAN,NAN,NAN,50.0,NAN
69699,Smeedot,NAN,NAN,NAN,323.0,334.0,367.0,-33.0
70110,Buttlet,NAN,NAN,NAN,97.0,74.0,87.0,-13.0
70458,PEPIS | Noire,NAN,NAN,27.0,14.0,9.0,10.0,-1.0
103305,Dr. Lame,41,70,109.0,155.0,178.0,201.0,-23.0
127997,CW | rabit!,NAN,NAN,174.0,65.0,88.0,106.0,-18.0
128898,Zhāoshù,NAN,106,161.0,224.0,259.0,293.0,-34.0
129344,totally butts,NAN,42,69.0,97.0,122.0,145.0,-23.0
129363,Flow | ESPONJA,36,42,49.0,64.0,86.0,85.0,1.0
130672,Soltrain,NAN,89,135.0,119.0,142.0,164.0,-22.0
131130,Leyo,NAN,NAN,174.0,244.0,281.0,315.0,-34.0
132938,RU | Midnight Blue,36,65,53.0,68.0,92.0,81.0,11.0
133666,404 YC | Salt,NAN,NAN,NAN,NAN,49.0,17.0,32.0
134823,QTT | Pelon,NAN,NAN,NAN,NAN,305.0,237.0,68.0
135088,LFG | PanterA,NAN,NAN,64.0,32.0,38.0,48.0,-10.0
135091,GS | SubTails,NAN,NAN,NAN,89.0,81.0,97.0,-16.0
135795,cockbread,NAN,NAN,NAN,123.0,81.0,82.0,-1.0
136990,Holy | key,NAN,99,154.0,123.0,149.0,171.0,-22.0
137480,Jpeg | RC,NAN,NAN,NAN,119.0,53.0,62.0,-9.0
138710,Golden,NAN,NAN,29.0,38.0,13.0,14.0,-1.0
144133,YBBT | leroydankins,NAN,NAN,NAN,211.0,178.0,171.0,7.0
145075,blazerboy,NAN,NAN,NAN,323.0,369.0,367.0,2.0
146978,Ding Hing,NAN,NAN,NAN,NAN,142.0,119.0,23.0
147424,Spiral Cafe | Krudo,NAN,NAN,NAN,NAN,NAN,237.0,NAN
147811,Dawson,NAN,NAN,NAN,NAN,NAN,93.0,NAN
148028,Navjyot Sandhu | Connect4Master,NAN,NAN,NAN,135.0,162.0,185.0,-23.0
148200,Big Pivot,NAN,NAN,NAN,NAN,NAN,406.0,NAN
148736,GThree,NAN,NAN,244.0,323.0,369.0,406.0,-37.0
149952,Jakespeare,NAN,70,109.0,155.0,178.0,201.0,-23.0
150123,TPN,NAN,NAN,NAN,NAN,NAN,216.0,NAN
151360,Inky,12,21,27.0,37.0,45.0,56.0,-11.0
152060,Vent,NAN,NAN,NAN,244.0,225.0,254.0,-29.0
152754,Hood,NAN,NAN,174.0,244.0,281.0,293.0,-12.0
152800,wally,NAN,NAN,NAN,244.0,281.0,315.0,-34.0
153138,ZouL,NAN,NAN,NAN,323.0,369.0,406.0,-37.0
153334,Silkylaroux,NAN,NAN,NAN,224.0,259.0,293.0,-34.0
156503,Beiker,NAN,NAN,194.0,267.0,305.0,340.0,-35.0
156775,Chadwicc,NAN,NAN,82.0,123.0,149.0,171.0,-22.0
157615,ight,NAN,106,161.0,224.0,259.0,293.0,-34.0
157632,TurboThot,NAN,147,216.0,294.0,334.0,201.0,133.0
158213,LG | Louis,26,53,80.0,119.0,142.0,164.0,-22.0
158524,Oferton,NAN,NAN,NAN,135.0,162.0,185.0,-23.0
159198,Pi2z,59,106,161.0,224.0,259.0,293.0,-34.0
171201,Mootook,NAN,57,82.0,123.0,149.0,171.0,-22.0
173178,LAG,NAN,28,32.0,11.0,18.0,22.0,-4.0
175446,DJAN,NAN,NAN,NAN,NAN,369.0,406.0,-37.0
175870,ÆRO,NAN,NAN,NAN,NAN,194.0,216.0,-22.0
180797,Cpt.Blade,NAN,NAN,NAN,267.0,305.0,340.0,-35.0
181689,Hell Kaiser,NAN,NAN,NAN,123.0,149.0,171.0,-22.0
183677,Yamasaki,67,46,59.0,61.0,76.0,90.0,-14.0
184457,MessiSTL,NAN,NAN,96.0,103.0,128.0,133.0,-5.0
184545,Pulch,NAN,NAN,NAN,NAN,204.0,185.0,19.0
184637,Joey Donuts,NAN,32,18.0,17.0,19.0,23.0,-4.0
185013,Habi,NAN,NAN,NAN,155.0,178.0,201.0,-23.0
185618,Captain G,NAN,147,216.0,294.0,334.0,367.0,-33.0
185620,Usernamejpg,NAN,NAN,NAN,224.0,259.0,293.0,-34.0
205873,Funktrocious,NAN,NAN,NAN,NAN,259.0,254.0,5.0
211440,Darrell,78,39,43.0,50.0,45.0,41.0,4.0
213297,Chompy,47,82,96.0,109.0,116.0,110.0,6.0
219838,Lamb's Ear,NAN,115,119.0,144.0,149.0,171.0,-22.0
221136,Zeeker,NAN,NAN,NAN,NAN,NAN,227.0,NAN
221423,Typhoon,NAN,42,11.0,16.0,23.0,28.0,-5.0
224897,AWaveDash,98,147,216.0,294.0,334.0,367.0,-33.0
226271,SU | wild flower,NAN,167,244.0,323.0,369.0,406.0,-37.0
226595,TourGuide,67,115,174.0,211.0,240.0,277.0,-37.0
229216,KaiKwonDo,NAN,115,174.0,180.0,204.0,227.0,-23.0
229925,Happy,NAN,NAN,NAN,267.0,305.0,340.0,-35.0
230122,vampa,NAN,NAN,NAN,169.0,122.0,145.0,-23.0
230537,hHerb,NAN,NAN,194.0,211.0,240.0,277.0,-37.0
232193,Chiefn_,41,57,55.0,60.0,73.0,76.0,-3.0
232446,ash6,87,147,216.0,294.0,334.0,315.0,19.0
233059,Ribboned Ace,67,65,101.0,144.0,169.0,192.0,-23.0
237282,Electroman,NAN,74,96.0,144.0,169.0,192.0,-23.0
245069,PALS | Jello,NAN,NAN,NAN,NAN,NAN,50.0,NAN
245152,emy,NAN,NAN,NAN,NAN,NAN,197.0,NAN
245346,SIMP | Vagab0nd,98,167,194.0,267.0,305.0,315.0,-10.0
245795,TR | H,NAN,NAN,NAN,244.0,281.0,315.0,-34.0
252523,Dusky,NAN,NAN,174.0,211.0,240.0,237.0,3.0
252543,LG | Yu,NAN,NAN,NAN,25.0,31.0,36.0,-5.0
252656,DERT | Petra,NAN,NAN,NAN,NAN,369.0,406.0,-37.0
254673,Layer,NAN,NAN,161.0,187.0,212.0,237.0,-25.0
257324,GSP,NAN,NAN,135.0,109.0,134.0,156.0,-22.0
259856,Seraph,NAN,NAN,NAN,NAN,178.0,201.0,-23.0
267849,TG | Mot$,4,6,9.0,10.0,17.0,21.0,-4.0
268767,markrevival,98,167,216.0,294.0,334.0,340.0,-6.0
269238,91,67,115,174.0,244.0,281.0,315.0,-34.0
269511,SquidTheCat,NAN,NAN,101.0,103.0,128.0,124.0,4.0
275922,Otto_Zone,NAN,74,119.0,169.0,194.0,216.0,-22.0
276041,Kettering,NAN,167,244.0,323.0,369.0,406.0,-37.0
276973,Red,NAN,NAN,NAN,224.0,259.0,293.0,-34.0
277060,Cuk | Veths,NAN,NAN,NAN,323.0,369.0,406.0,-37.0
278295,DadsAkimbo,NAN,NAN,145.0,109.0,134.0,156.0,-22.0
279107,Khryke,14,26,36.0,48.0,65.0,76.0,-11.0
279722,Justus,NAN,NAN,NAN,NAN,NAN,115.0,NAN
283648,MDF | Amor,NAN,NAN,135.0,187.0,212.0,237.0,-25.0
287526,MacTheStampede,NAN,NAN,NAN,NAN,NAN,367.0,NAN
288395,jams,NAN,NAN,109.0,72.0,86.0,103.0,-17.0
322324,maxi,NAN,NAN,194.0,267.0,305.0,340.0,-35.0
326727,Frumentarii,NAN,NAN,NAN,NAN,NAN,315.0,NAN
327212,IWI | Marrgasm,NAN,NAN,NAN,NAN,NAN,254.0,NAN
327350,lochist,29,57,82.0,123.0,149.0,171.0,-22.0
328736,SadSack,53,89,135.0,187.0,212.0,237.0,-25.0
360229,BEBO,NAN,NAN,NAN,NAN,NAN,367.0,NAN
362459,SeshLord Ozai,NAN,106,161.0,224.0,259.0,293.0,-34.0
368021,JitteryInChurch,NAN,NAN,101.0,150.0,175.0,197.0,-22.0
378512,Khoron | Oreo,NAN,46,55.0,72.0,96.0,115.0,-19.0
379419,Zab,NAN,NAN,NAN,109.0,89.0,90.0,-1.0
379542,Lee,NAN,167,244.0,323.0,369.0,406.0,-37.0
423669,Wōlī,NAN,NAN,128.0,180.0,204.0,227.0,-23.0
428826,ArcaneFox,NAN,NAN,174.0,169.0,142.0,128.0,14.0
448153,Neenor,NAN,NAN,NAN,NAN,259.0,76.0,183.0
450784,Fredrick,NAN,NAN,NAN,187.0,212.0,237.0,-25.0
466221,Melo,36,53,64.0,87.0,84.0,64.0,20.0
472971,yBaS | MaxJacks,98,167,244.0,323.0,369.0,406.0,-37.0
491552,DannyPhantom,NAN,25,35.0,46.0,64.0,75.0,-11.0
492755,BoffTarget,NAN,NAN,NAN,224.0,194.0,171.0,23.0
495213,Banger,NAN,NAN,NAN,155.0,142.0,164.0,-22.0
512704,Axis,59,106,161.0,224.0,259.0,254.0,5.0
519779,NJ | Tommy,NAN,NAN,NAN,109.0,134.0,156.0,-22.0
519985,Marvelboy,59,106,161.0,224.0,240.0,216.0,24.0
524651,Schwifty | Sirjaxism,NAN,NAN,244.0,267.0,259.0,293.0,-34.0
524896,LEVO | Mento,NAN,NAN,NAN,NAN,305.0,340.0,-35.0
525553,jerma985,NAN,NAN,145.0,198.0,225.0,254.0,-29.0
528737,3OutChange,NAN,NAN,194.0,198.0,225.0,164.0,61.0
530964,Heatedchaos,NAN,147,216.0,294.0,334.0,367.0,-33.0
533918,Maelstrom,NAN,99,135.0,187.0,162.0,185.0,-23.0
539984,Ahmad,NAN,NAN,59.0,77.0,68.0,62.0,6.0
542693,Bbatts,23,15,19.0,27.0,32.0,15.0,17.0
552087,Kerblamu,NAN,74,119.0,169.0,194.0,216.0,-22.0
581039,I'm Michael BTW,16,14,17.0,22.0,28.0,23.0,5.0
581230,SmashMouthEgg,NAN,NAN,194.0,267.0,305.0,340.0,-35.0
582190,rice,NAN,131,161.0,211.0,240.0,254.0,-14.0
585248,magnumgunn3r,NAN,NAN,216.0,294.0,334.0,367.0,-33.0
592660,aL0w,NAN,NAN,NAN,294.0,334.0,367.0,-33.0
598192,Pena,NAN,NAN,NAN,169.0,162.0,122.0,40.0
608505,2ndLaw,NAN,NAN,NAN,198.0,122.0,145.0,-23.0
617254,N8v,NAN,NAN,NAN,NAN,305.0,277.0,28.0
637179,Sodabro,NAN,NAN,216.0,52.0,68.0,82.0,-14.0
638273,SKY | Matwood,NAN,NAN,135.0,97.0,102.0,89.0,13.0
654514,probably high,NAN,167,244.0,224.0,259.0,293.0,-34.0
657175,Bobakanoosh,67,115,174.0,244.0,281.0,227.0,54.0
657464,CowCowCowCowCow,NAN,115,154.0,155.0,178.0,201.0,-23.0
657711,PurpleZ,98,167,244.0,97.0,122.0,145.0,-23.0
682345,Rive,NAN,NAN,NAN,187.0,212.0,237.0,-25.0
684008,deep_cuts,NAN,NAN,NAN,294.0,305.0,293.0,12.0
691112,JMONEY,NAN,NAN,NAN,267.0,305.0,340.0,-35.0
694497,IMP | Ben,3,2,2.0,1.0,2.0,2.0,0.0
709843,Chem,45,74,119.0,169.0,194.0,133.0,61.0
710975,Keo,NAN,NAN,NAN,NAN,NAN,145.0,NAN
725014,charmell0,78,82,128.0,155.0,142.0,164.0,-22.0
725016,Dolfo,98,167,216.0,294.0,334.0,367.0,-33.0
735376,CVSmashMods | Ripn,NAN,131,194.0,267.0,149.0,171.0,-22.0
748365,ledgefiend,NAN,147,216.0,244.0,281.0,277.0,4.0
764680,STLTS,NAN,95,145.0,198.0,225.0,254.0,-29.0
776417,GSG,NAN,167,244.0,323.0,369.0,406.0,-37.0
834231,Jun,36,46,73.0,109.0,134.0,156.0,-22.0
835179,Koe | Nike,NAN,NAN,NAN,323.0,369.0,406.0,-37.0
836691,BeanBurrito-San,59,106,161.0,224.0,259.0,293.0,-34.0
841539,Alpaca,NAN,NAN,NAN,NAN,NAN,406.0,NAN
846125,Navedo,NAN,NAN,194.0,224.0,259.0,293.0,-34.0
875354,Penguin,98,167,244.0,323.0,369.0,406.0,-37.0
880372,Good1ife,NAN,NAN,101.0,150.0,175.0,197.0,-22.0
890721,Mr. Butterfly,NAN,NAN,NAN,NAN,NAN,138.0,NAN
906300,ilovedenmark69,NAN,NAN,NAN,NAN,NAN,406.0,NAN
920546,Gewl,NAN,NAN,NAN,244.0,281.0,315.0,-34.0
925836,Ashley,NAN,NAN,NAN,323.0,369.0,406.0,-37.0
928066,Kelpo,67,115,174.0,244.0,281.0,315.0,-34.0
945542,KOA | youngbool,98,167,244.0,323.0,369.0,406.0,-37.0
950362,EWA | ERGonomics,NAN,70,109.0,155.0,178.0,152.0,26.0
956568,Night,NAN,NAN,194.0,267.0,305.0,340.0,-35.0
1013413,WFL | ABC,NAN,147,145.0,198.0,225.0,254.0,-29.0
1016657,Kr1meM45ter2517A,NAN,NAN,161.0,224.0,225.0,254.0,-29.0
1023611,U.S Marine,NAN,NAN,216.0,180.0,204.0,227.0,-23.0
1026815,Sakm,NAN,NAN,NAN,NAN,194.0,164.0,30.0
1034371,niimo,NAN,NAN,NAN,NAN,305.0,340.0,-35.0
1053040,UNCO | Neur0n,NAN,NAN,NAN,323.0,369.0,406.0,-37.0
1053202,diddylonglegs,NAN,131,154.0,211.0,240.0,192.0,48.0
1065475,Muffin,NAN,NAN,NAN,224.0,259.0,293.0,-34.0
1071935,Teva,NAN,NAN,NAN,NAN,369.0,406.0,-37.0
1077796,FreeHops,67,89,109.0,84.0,108.0,122.0,-14.0
1081722,kaiyon,NAN,131,194.0,267.0,305.0,340.0,-35.0
1149773,ali_,87,147,216.0,294.0,334.0,367.0,-33.0
1171263,PYR,NAN,NAN,NAN,NAN,NAN,277.0,NAN
1194651,gsm | Pound,87,131,161.0,198.0,225.0,254.0,-29.0
1222893,lol | Hero,NAN,NAN,174.0,244.0,281.0,315.0,-34.0
1248621,Anzeray,98,167,244.0,323.0,369.0,406.0,-37.0
1278457,Rocket,15,27,37.0,49.0,66.0,79.0,-13.0
1290774,Honey Nut Cheerios,NAN,NAN,244.0,323.0,369.0,406.0,-37.0
1298609,Beck,NAN,NAN,NAN,169.0,169.0,156.0,13.0
1375808,Epoodle,57,16,16.0,24.0,29.0,34.0,-5.0
1379261,S.O.D.A,NAN,NAN,NAN,NAN,305.0,254.0,51.0
1432189,nunoodle,98,167,244.0,323.0,369.0,406.0,-37.0
1442352,BK_Rib,NAN,147,174.0,244.0,281.0,315.0,-34.0
1451042,Deeb,67,115,174.0,244.0,281.0,315.0,-34.0
1465414,ruco,NAN,NAN,216.0,294.0,334.0,367.0,-33.0
1466521,Floods,NAN,NAN,216.0,294.0,259.0,254.0,5.0
1500084,Ariz,NAN,147,216.0,294.0,334.0,367.0,-33.0
1501041,Hamburglar,NAN,NAN,NAN,NAN,NAN,340.0,NAN
1524828,VDL | Ben Snape,NAN,NAN,NAN,NAN,178.0,201.0,-23.0
1533315,Essey,NAN,NAN,NAN,267.0,281.0,254.0,27.0
1562196,EagleOne,NAN,167,244.0,323.0,369.0,406.0,-37.0
1585998,Arkdael,NAN,NAN,NAN,NAN,NAN,406.0,NAN
1591811,Venus,NAN,NAN,NAN,NAN,369.0,406.0,-37.0
1598204,YoungHanSolo,78,131,101.0,87.0,111.0,128.0,-17.0
1619463,Arctic,NAN,167,244.0,294.0,334.0,367.0,-33.0
1619505,keeg,NAN,NAN,NAN,NAN,NAN,406.0,NAN
1640788,Special K,98,167,216.0,244.0,240.0,237.0,3.0
1653242,Jquinnsweg,NAN,NAN,NAN,323.0,369.0,406.0,-37.0
1655337,Drewski,NAN,NAN,NAN,NAN,305.0,340.0,-35.0
1656950,Bonn Esports | CarlHank,NAN,NAN,NAN,NAN,225.0,254.0,-29.0
1658710,boip,NAN,NAN,NAN,NAN,369.0,406.0,-37.0
1658777,CrazyColtCory,NAN,147,216.0,294.0,334.0,367.0,-33.0
1691247,TheYoungMC,NAN,NAN,NAN,NAN,212.0,237.0,-25.0
