Rank,Tag,Wins,Losses,Win%,Bankroll Bills
77.0,FreeHops,4,4,50.0,5.0
77.0,Pi2z,4,5,44.44,5.0
77.0,Drewski,4,6,40.0,5.0
77.0,BuenasRetas | Cobs,4,6,40.0,5.0
77.0,YeehawDaniels,4,7,36.36,5.0
85.0,Bbatts,3,3,50.0,4.0
85.0,Flow | Stark,3,3,50.0,4.0
85.0,Loscar,3,10,23.08,4.0
85.0,SexGod | RitzyCheese,3,14,17.65,4.0
85.0,River | Green River,3,5,37.5,4.0
85.0,Hamburglar,3,6,33.33,4.0
85.0,shoelegend88,3,4,42.86,4.0
85.0,SHRD#209 | Shredder,3,4,42.86,4.0
85.0,Cpt.Blade,3,7,30.0,4.0
85.0,Zen,3,3,50.0,4.0
85.0,TBD,3,4,42.86,4.0
85.0,Spi,3,5,37.5,4.0
97.0,doctahdylan,2,5,28.57,3.0
97.0,Shadow,2,9,18.18,3.0
97.0,yBaS | MaxJacks,2,4,33.33,3.0
97.0,SUPERUNKNOWN,2,4,33.33,3.0
97.0,FLOW | Beiker,2,2,50.0,3.0
97.0,OtES,2,3,40.0,3.0
97.0,markrevival,2,7,22.22,3.0
97.0,aujory,2,2,50.0,3.0
97.0,BKB! | stocmoney,2,3,40.0,3.0
97.0,GAS,2,2,50.0,3.0
97.0,NattyIce,2,9,18.18,3.0
97.0,Raptor Jesus,2,4,33.33,3.0
109.0,Ghost Rider,1,1,50.0,2.0
109.0,Danimals,1,4,20.0,2.0
109.0,TurboThot,1,1,50.0,2.0
109.0,Jquinnsweg,1,7,12.5,2.0
109.0,LG | KrC,1,2,33.33,2.0
109.0,catsonthemoon,1,5,16.67,2.0
109.0,Floods,1,7,12.5,2.0
109.0,RedX,1,3,25.0,2.0
109.0,K.H.D | RE!GN,1,2,33.33,2.0
109.0,RULES | Strazz,1,2,33.33,2.0
109.0,PLEB | Capy,1,7,12.5,2.0
109.0,TAS | TrueAlpha,1,8,11.11,2.0
109.0,Aura,1,0,100.0,2.0
109.0,Layer,1,2,33.33,2.0
109.0,rice,1,9,10.0,2.0
109.0,CowCowCowCowCow,1,2,33.33,2.0
109.0,Ren5o,1,3,25.0,2.0
109.0,BEBO,1,11,8.33,2.0
109.0,AWaveDash,1,12,7.69,2.0
109.0,Soltrain,1,3,25.0,2.0
109.0,Frap,1,3,25.0,2.0
130.0,Kickflip,0,2,0.0,1.0
130.0,melatonin,0,8,0.0,1.0
130.0,Dorian uwu,0,3,0.0,1.0
130.0,CrazyColtCory,0,10,0.0,1.0
130.0,ericiscool.net,0,1,0.0,1.0
130.0,Special K,0,8,0.0,1.0
130.0,Zuber,0,4,0.0,1.0
130.0,Chaboomba,0,2,0.0,1.0
130.0,Noobs | Edicus,0,8,0.0,1.0
130.0,ledgefiend,0,2,0.0,1.0
