Rank,Tag,Wins,Losses,Win%,Bankroll Bills
47.0,RU | Midnight Blue,6,5,54.55,11.0
47.0,PapaNoJohns,6,4,60.0,11.0
47.0,TBD,6,4,60.0,11.0
47.0,Miranda,6,6,50.0,11.0
47.0,Verdo,6,4,60.0,11.0
53.0,Nebulous | Jib,5,2,71.43,10.0
53.0,SC | Lad,5,2,71.43,10.0
53.0,Dream,5,2,71.43,10.0
53.0,Rutsky,5,4,55.56,10.0
53.0,Melee Stats | Ambisinister,5,1,83.33,10.0
53.0,gsm | Pound,9,16,36.0,10.0
53.0,KatBot,5,4,55.56,10.0
53.0,Joey Bats,5,9,35.71,10.0
61.0,LewdCelebs4Free,8,13,38.1,9.0
61.0,RULES | Strazz,4,4,50.0,9.0
61.0,Lamonster,4,5,44.44,9.0
64.0,YC | Peppi | | Pappi,3,0,100.0,8.0
64.0,jerma985,3,1,75.0,8.0
64.0,RedX,7,7,50.0,8.0
67.0,SLO | GrizzlyBair,2,0,100.0,7.0
67.0,BeanBurrito-San,6,15,28.57,7.0
67.0,Project Pat,2,1,66.67,7.0
67.0,Kitsune,2,0,100.0,7.0
67.0,Moshi,6,20,23.08,7.0
72.0,BuenasRetas | Cobs,5,8,38.46,6.0
72.0,Fire,5,9,35.71,6.0
74.0,Help,4,4,50.0,5.0
74.0,Flow | ESPONJA,4,5,44.44,5.0
74.0,OtES,4,6,40.0,5.0
74.0,JLo,4,7,36.36,5.0
74.0,TPYO,4,18,18.18,5.0
74.0,davidparkpark,4,6,40.0,5.0
74.0,TourGuide,4,10,28.57,5.0
74.0,Fran,4,6,40.0,5.0
82.0,Chompy,3,4,42.86,4.0
82.0,Kandayo,3,4,42.86,4.0
82.0,Axis,3,6,33.33,4.0
82.0,Bayløck,3,4,42.86,4.0
82.0,Bassline,3,15,16.67,4.0
82.0,Minty Hippo,3,5,37.5,4.0
82.0,YBBT | leroydankins,3,5,37.5,4.0
82.0,Younger,3,4,42.86,4.0
90.0,Quadragesimus,2,3,40.0,3.0
90.0,Aldito1469,2,3,40.0,3.0
90.0,Newquake,2,1,66.67,3.0
90.0,Drewski,2,10,16.67,3.0
90.0,icecream,2,7,22.22,3.0
90.0,rice,2,6,25.0,3.0
90.0,Broasty,2,3,40.0,3.0
90.0,24 | Mamba!,2,5,28.57,3.0
90.0,Uncle B,2,3,40.0,3.0
99.0,Nudepenguin,1,6,14.29,2.0
99.0,Wiza,1,5,16.67,2.0
99.0,kennypenny,1,6,14.29,2.0
99.0,Joobey,1,5,16.67,2.0
99.0,Elk G | Ivayne,1,1,50.0,2.0
99.0,DJAN,1,3,25.0,2.0
99.0,Layer,1,3,25.0,2.0
99.0,ericiscool.net,1,1,50.0,2.0
99.0,SpiritGun,1,4,20.0,2.0
99.0,N8v,1,2,33.33,2.0
99.0,McLovin,1,13,7.14,2.0
99.0,MacTheStampede,1,7,12.5,2.0
99.0,RE!GN,1,2,33.33,2.0
99.0,The Elder Statesman,1,4,20.0,2.0
99.0,Okami,1,10,9.09,2.0
99.0,yBaS | MaxJacks,1,1,50.0,2.0
99.0,Stoon,1,8,11.11,2.0
99.0,Floods,1,8,11.11,2.0
99.0,King,1,4,20.0,2.0
118.0,markrevival,0,4,0.0,1.0
118.0,S.O.D.A,0,4,0.0,1.0
118.0,Epoodle,0,4,0.0,1.0
118.0,Keppler,0,2,0.0,1.0
118.0,blazerboy,0,9,0.0,1.0
118.0,Special K,0,8,0.0,1.0
118.0,Zant,0,7,0.0,1.0
