SmasherID,SmashTag,BWeek1,BWeek2,BWeek3,BWeek4,BWeek5,BWeek6,BWeek7,BWeek8
657464,CowCowCowCowCow,6.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0
657711,PurpleZ,11.0,11.0,11.0,21.0,21.0,21.0,21.0,21.0
684008,deep_cuts,NAN,2.0,2.0,2.0,2.0,2.0,2.0,2.0
692999,maso soup,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
694497,IMP | Ben,NAN,NAN,NAN,117.0,212.0,441.0,630.0,819.0
709843,Chem,NAN,NAN,NAN,16.0,16.0,16.0,61.0,61.0
725508,620 | Megacaat,NAN,3.0,24.0,24.0,24.0,24.0,24.0,24.0
726185,DBRDd#641,NAN,NAN,NAN,1.0,1.0,1.0,1.0,1.0
732665,Lama,NAN,NAN,20.0,20.0,20.0,20.0,20.0,20.0
735376,Ripn,NAN,NAN,NAN,NAN,NAN,NAN,4.0,4.0
800147,Dark Oreo Master,NAN,1.0,1.0,1.0,1.0,1.0,1.0,1.0
804411,Neee,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
807868,Funk,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
819230,Willy P,19.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0
835002,Jesuscametwice,NAN,NAN,NAN,NAN,NAN,NAN,4.0,4.0
836691,BeanBurrito-San,NAN,NAN,NAN,NAN,7.0,7.0,8.0,8.0
843302,Buffalo,NAN,NAN,NAN,8.0,8.0,8.0,8.0,8.0
852916,Krizski,98.0,154.0,154.0,154.0,154.0,154.0,154.0,154.0
856699,Logan,NAN,4.0,4.0,4.0,4.0,4.0,4.0,4.0
858866,SLO | GrizzlyBair,NAN,NAN,NAN,11.0,18.0,18.0,29.0,29.0
862074,snacklepackle,5.0,10.0,10.0,10.0,38.0,38.0,48.0,48.0
869465,NSB  |  KXT,NAN,NAN,NAN,NAN,NAN,11.0,11.0,11.0
880372,Good1ife,15.0,15.0,15.0,15.0,15.0,16.0,16.0,16.0
883137,Keppler,NAN,NAN,NAN,NAN,1.0,1.0,1.0,1.0
890721,Mr. Butterfly,NAN,NAN,NAN,NAN,23.0,23.0,23.0,23.0
893866,Just Nate,NAN,NAN,NAN,NAN,NAN,NAN,3.0,3.0
897692,Iron,NAN,NAN,NAN,5.0,5.0,5.0,5.0,5.0
898035,mathandsurf,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
928033,CarbonDog,NAN,NAN,NAN,NAN,NAN,11.0,22.0,22.0
954633,Agave,NAN,NAN,NAN,NAN,NAN,NAN,2.0,2.0
975581,YeehawDaniels,NAN,NAN,NAN,NAN,NAN,NAN,15.0,15.0
1034300,Oz,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
1034371,niimo,NAN,NAN,NAN,1.0,1.0,1.0,1.0,1.0
1053202,diddylonglegs,NAN,NAN,NAN,9.0,9.0,9.0,9.0,9.0
1053605,JFIRE,NAN,9.0,9.0,9.0,9.0,9.0,9.0,9.0
1065524,Flippy,NAN,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1076996,Newquake,NAN,NAN,10.0,10.0,13.0,13.0,13.0,13.0
1077796,FreeHops,NAN,NAN,NAN,NAN,NAN,2.0,2.0,2.0
1105215,krizzy,NAN,NAN,NAN,NAN,NAN,1.0,1.0,1.0
1106504,omnijr,NAN,NAN,NAN,NAN,NAN,4.0,4.0,4.0
1112770,Penguis,NAN,NAN,NAN,5.0,5.0,5.0,5.0,5.0
1122123,Alex AF,NAN,NAN,NAN,2.0,2.0,2.0,2.0,2.0
1173564,UCILadder,NAN,NAN,NAN,NAN,NAN,NAN,5.0,5.0
1180017,XXY Calico,NAN,NAN,NAN,NAN,NAN,NAN,2.0,2.0
1187479,kuzma,NAN,NAN,NAN,NAN,NAN,NAN,1.0,1.0
1194651,gsm | Pound,NAN,NAN,NAN,NAN,10.0,15.0,16.0,16.0
1228401,Asus(4),NAN,11.0,11.0,11.0,11.0,11.0,11.0,11.0
1232194,Kawaii Kid | King Salmon,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
1245502,Whoratio,NAN,NAN,NAN,NAN,NAN,NAN,2.0,2.0
1248621,Anzeray,NAN,NAN,NAN,NAN,NAN,NAN,6.0,6.0
1257072,Chaboomba,NAN,NAN,NAN,NAN,NAN,8.0,11.0,11.0
1261736,Mars,NAN,NAN,NAN,1.0,1.0,1.0,1.0,1.0
1263692,ushi,NAN,NAN,NAN,2.0,2.0,2.0,2.0,2.0
1308234,JackO,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1375808,Epoodle,NAN,NAN,NAN,28.0,29.0,51.0,81.0,81.0
1377337,bluecd,NAN,NAN,NAN,NAN,NAN,2.0,2.0,2.0
1379261,S.O.D.A,NAN,NAN,NAN,3.0,4.0,4.0,4.0,4.0
1388856,SHRD#209 | Shredder,NAN,NAN,NAN,2.0,2.0,2.0,2.0,2.0
1458782,Tomato,NAN,NAN,NAN,1.0,1.0,1.0,1.0,1.0
1465414,ruco,NAN,NAN,NAN,NAN,NAN,NAN,1.0,1.0
1466521,Floods,NAN,1.0,11.0,13.0,15.0,16.0,19.0,19.0
1487504,Arn255,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
1525551,Aldito1469,1.0,1.0,1.0,4.0,7.0,10.0,12.0,12.0
1597042,Rome0,NAN,NAN,NAN,NAN,NAN,10.0,10.0,10.0
1634098,Zuber,NAN,NAN,NAN,NAN,NAN,4.0,4.0,4.0
1638022,pathojin,3.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0
1640788,Special K,2.0,4.0,4.0,6.0,7.0,8.0,9.0,9.0
1653242,Jquinnsweg,NAN,2.0,2.0,3.0,3.0,5.0,7.0,7.0
1654446,TR | Lunez,NAN,NAN,NAN,NAN,NAN,18.0,18.0,18.0
1655337,Drewski,NAN,NAN,NAN,NAN,3.0,3.0,3.0,3.0
1665299,2Pro4Pro | Toastrmann,NAN,NAN,NAN,NAN,NAN,1.0,1.0,1.0
1669002,JehL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1682516,BABA | Babo,NAN,NAN,NAN,2.0,2.0,2.0,2.0,2.0
1682862,ArtlexPlays,NAN,NAN,NAN,NAN,NAN,2.0,3.0,3.0
1736473,Comp... | PJThePuff,NAN,NAN,NAN,4.0,4.0,4.0,4.0,4.0
1737518,Kombeze Ataie,7.0,7.0,7.0,7.0,7.0,7.0,12.0,12.0
1753671,Moonking34,NAN,4.0,4.0,4.0,4.0,4.0,4.0,4.0
1791375,AzLuFa,NAN,NAN,NAN,NAN,NAN,2.0,2.0,2.0
1802123,mello,NAN,NAN,NAN,NAN,NAN,2.0,2.0,2.0
1833185,Danimals,NAN,NAN,NAN,NAN,NAN,3.0,7.0,7.0
1844112,FoUr,NAN,NAN,NAN,NAN,NAN,4.0,4.0,4.0
1844994,Flame,NAN,NAN,NAN,NAN,NAN,NAN,2.0,2.0
1866109,BubbleFuel,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
1906382,KatBot,NAN,2.0,2.0,8.0,18.0,27.0,37.0,37.0
1918686,roadkill,1.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0
1927744,pr0j3cts,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1931842,TPYO,NAN,NAN,NAN,NAN,5.0,5.0,5.0,5.0
1940641,100 Days Of Solitude,NAN,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1941140,Moist | kennypenny,NAN,NAN,NAN,NAN,2.0,9.0,9.0,9.0
1944467,SUPERUNKNOWN,NAN,3.0,3.0,3.0,3.0,3.0,3.0,3.0
1954849,Salamanderman,NAN,NAN,NAN,2.0,2.0,2.0,2.0,2.0
1957958,50 Rats in a Trenchcoat,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1966716,LewdCelebs4Free,5.0,5.0,5.0,10.0,19.0,28.0,28.0,28.0
1966739,ImYourDade,NAN,NAN,NAN,NAN,NAN,NAN,9.0,9.0
1974127,Roz's Friend | aujory,NAN,1.0,1.0,1.0,1.0,3.0,3.0,3.0
1994587,DQ,NAN,NAN,NAN,NAN,NAN,NAN,3.0,3.0
2019913,jatpuan,NAN,NAN,NAN,NAN,NAN,4.0,4.0,4.0
2026451,ASAPferq,NAN,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2029721,Ghost Rider,NAN,NAN,NAN,NAN,NAN,NAN,65.0,85.0
2029884,Nudepenguin,NAN,2.0,2.0,4.0,6.0,6.0,7.0,7.0
2038523,thesiscat,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
2053276,#215 | Ogre,NAN,NAN,NAN,5.0,5.0,6.0,6.0,6.0
2086583,SirTaco,NAN,NAN,NAN,NAN,NAN,1.0,3.0,3.0
2103929,sidewinder572,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2110985,theassistant,NAN,NAN,NAN,5.0,5.0,8.0,8.0,8.0
2111039,Uncle B,NAN,NAN,NAN,27.0,30.0,30.0,30.0,30.0
2114773,Raffshot,NAN,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2120266,hellojoe34,NAN,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2122811,$W@6 | rocketf20,NAN,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2122814,imanastyhoe,NAN,NAN,NAN,NAN,NAN,NAN,3.0,3.0
2124348,thehumanblob,NAN,NAN,NAN,1.0,1.0,1.0,1.0,1.0
2133564,Brandt,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2136488,Sacred,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
2140092,Jet,NAN,12.0,70.0,91.0,112.0,126.0,126.0,126.0
2141037,trfjosh,NAN,NAN,NAN,NAN,NAN,NAN,1.0,1.0
2143817,A HUMAN | Agile,NAN,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2145653,doubledown8,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
2147280,slowtai,NAN,13.0,13.0,24.0,24.0,24.0,34.0,34.0
2148920,thicceon,NAN,NAN,NAN,NAN,NAN,12.0,15.0,15.0
2149456,Quadragesimus,2.0,5.0,5.0,5.0,8.0,10.0,10.0,10.0
2154680,Godslayer903,8.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
2156746,Wobs,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2161709,SpiritGun,NAN,NAN,NAN,NAN,2.0,2.0,2.0,2.0
2167802,Bebop,NAN,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2172930,Sav,NAN,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2175146,Thumos,NAN,NAN,NAN,NAN,2.0,5.0,5.0,5.0
2177428,Chuchaka2112,6.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0
2178856,Abermega,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2179108,Mud,13.0,22.0,22.0,43.0,61.0,61.0,73.0,73.0
2182633,sisig,NAN,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2184214,Joobey,NAN,NAN,NAN,NAN,2.0,2.0,2.0,2.0
2184641,JoJoMyth,NAN,NAN,NAN,NAN,NAN,10.0,10.0,10.0
2189946,GNIK,NAN,NAN,NAN,31.0,31.0,31.0,31.0,31.0
2192126,NattyIce,NAN,NAN,NAN,NAN,NAN,NAN,1.0,1.0
2194031,Dorian uwu,NAN,NAN,NAN,NAN,NAN,1.0,1.0,1.0
2207286,davidparkpark,NAN,NAN,NAN,NAN,5.0,7.0,7.0,7.0
2208548,Zant,NAN,NAN,NAN,NAN,1.0,2.0,2.0,2.0
2216222,Nayolfa,NAN,NAN,NAN,NAN,NAN,1.0,1.0,1.0
2222458,TheDarkMan,NAN,NAN,NAN,NAN,NAN,NAN,1.0,1.0
2222681,702 | Flameo Red,NAN,NAN,NAN,NAN,NAN,NAN,4.0,4.0
