SmasherID,SmashTag,RWeek1,RWeek2,RWeek3,RWeek4,RWeek5,RWeek6,RWeek7,RWeek8,RWeek9,ChangeInRank
4205,a-on,NAN,NAN,NAN,162.0,188.0,234.0,129.0,136.0,113.0,23.0
4317,Solomon,65.0,99.0,113.0,61.0,74.0,84.0,96.0,103.0,120.0,-17.0
4390,NGG | Jflex,10.0,4.0,4.0,6.0,5.0,4.0,6.0,5.0,5.0,0.0
4394,Zhyrri,NAN,50.0,61.0,82.0,102.0,126.0,148.0,154.0,170.0,-16.0
4434,Skeeter,96.0,152.0,165.0,224.0,263.0,312.0,350.0,355.0,391.0,-36.0
4446,RCS | Chi,NAN,NAN,NAN,NAN,NAN,38.0,44.0,47.0,56.0,-9.0
4748,GST | Ryobeat,NAN,NAN,NAN,NAN,26.0,32.0,38.0,41.0,49.0,-8.0
4876,will1v1_ttv,NAN,116.0,130.0,184.0,220.0,268.0,300.0,305.0,334.0,-29.0
4929,Melee Stats | Ambisinister,NAN,NAN,NAN,NAN,164.0,126.0,148.0,154.0,170.0,-16.0
5618,CRACKSHACK | Quiggles,28.0,20.0,28.0,33.0,36.0,41.0,46.0,48.0,57.0,-9.0
5630,BKB! | stocmoney,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,391.0,NAN
5714,092 | LXIX,NAN,NAN,NAN,NAN,NAN,216.0,240.0,245.0,273.0,-28.0
5724,Wassabi,NAN,NAN,NAN,NAN,NAN,NAN,148.0,154.0,170.0,-16.0
5869,Joey Bats,49.0,37.0,47.0,51.0,50.0,54.0,56.0,63.0,63.0,0.0
6839,Drephen,NAN,NAN,NAN,NAN,22.0,30.0,36.0,39.0,46.0,-7.0
7149,Trail,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,193.0,NAN
7194,Gingerham,NAN,NAN,NAN,NAN,NAN,NAN,287.0,292.0,318.0,-26.0
7297,Tequila,NAN,NAN,NAN,NAN,NAN,NAN,350.0,355.0,391.0,-36.0
7495,Townes,NAN,NAN,NAN,NAN,NAN,NAN,207.0,212.0,235.0,-23.0
7654,Schnurb,NAN,NAN,NAN,NAN,NAN,133.0,155.0,161.0,178.0,-17.0
7676,MrDrBoi,NAN,NAN,NAN,NAN,NAN,339.0,381.0,386.0,424.0,-38.0
7693,Kanye Rest,49.0,77.0,91.0,123.0,152.0,173.0,197.0,202.0,220.0,-18.0
7764,sfy | Fizz,NAN,NAN,NAN,NAN,NAN,182.0,207.0,212.0,235.0,-23.0
7962,FreeMelee | Zuppy,NAN,NAN,NAN,NAN,NAN,22.0,27.0,30.0,34.0,-4.0
10060,PapaNoJohns,NAN,84.0,97.0,129.0,86.0,108.0,129.0,136.0,152.0,-16.0
10067,icecream,NAN,NAN,NAN,201.0,198.0,247.0,271.0,276.0,193.0,83.0
10228,Flow | Stark,NAN,NAN,NAN,114.0,142.0,118.0,140.0,147.0,137.0,10.0
10268,PLEB | Capy,NAN,NAN,NAN,NAN,NAN,286.0,261.0,266.0,248.0,18.0
10362,Elk G | Ivayne,19.0,22.0,27.0,31.0,39.0,48.0,54.0,61.0,69.0,-8.0
10485,DD,105.0,68.0,82.0,75.0,95.0,118.0,140.0,147.0,161.0,-14.0
10487,KELLZ,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,107.0,NAN
10520,CREW | G,32.0,34.0,44.0,42.0,53.0,64.0,69.0,74.0,80.0,-6.0
10529,The Leaf,NAN,NAN,NAN,NAN,NAN,NAN,NAN,51.0,50.0,1.0
10666,SF | Herrán,NAN,NAN,NAN,NAN,30.0,36.0,41.0,45.0,51.0,-6.0
10968,Enemy,NAN,NAN,NAN,91.0,120.0,141.0,163.0,168.0,186.0,-18.0
11590,Rickeye_rick,NAN,116.0,130.0,184.0,220.0,268.0,300.0,305.0,334.0,-29.0
11606,Elk_G | Karm,96.0,152.0,165.0,224.0,263.0,312.0,350.0,355.0,391.0,-36.0
11945,RULES | Strazz,49.0,50.0,39.0,42.0,46.0,53.0,55.0,62.0,68.0,-6.0
12023,El Link,NAN,NAN,NAN,244.0,280.0,339.0,381.0,386.0,220.0,166.0
12048,K8A,NAN,NAN,NAN,NAN,NAN,59.0,73.0,78.0,59.0,19.0
12137,yingling,30.0,25.0,22.0,23.0,22.0,30.0,22.0,23.0,25.0,-2.0
12453,POOP | Zooty,NAN,NAN,NAN,NAN,NAN,NAN,426.0,431.0,472.0,-41.0
12817,WU | nerodero,NAN,NAN,NAN,NAN,NAN,312.0,350.0,355.0,391.0,-36.0
13385,ePG | Chevy,NAN,NAN,NAN,108.0,139.0,161.0,182.0,187.0,209.0,-22.0
13505,Sworderailer,78.0,112.0,126.0,162.0,188.0,234.0,261.0,266.0,295.0,-29.0
13746,Baja,NAN,93.0,106.0,138.0,164.0,195.0,220.0,225.0,248.0,-23.0
13765,Help,105.0,77.0,91.0,123.0,120.0,118.0,113.0,120.0,100.0,20.0
13932,Mango's Friend | Lucky,NAN,NAN,9.0,5.0,3.0,3.0,4.0,4.0,4.0,0.0
13956,Vino,65.0,99.0,113.0,152.0,177.0,216.0,240.0,245.0,273.0,-28.0
14049,Fasthands,NAN,NAN,NAN,NAN,NAN,216.0,240.0,245.0,273.0,-28.0
14305,Nard Dawg,NAN,93.0,106.0,138.0,164.0,195.0,197.0,202.0,143.0,59.0
14489,Crow,NAN,131.0,144.0,103.0,133.0,155.0,176.0,181.0,203.0,-22.0
14592,ZOOK | Suezo,NAN,NAN,NAN,NAN,NAN,NAN,58.0,54.0,43.0,11.0
14667,Proobie44,105.0,166.0,178.0,244.0,280.0,339.0,381.0,386.0,424.0,-38.0
15070,Verdo,96.0,84.0,97.0,129.0,86.0,108.0,58.0,65.0,70.0,-5.0
15087,Reese,NAN,NAN,NAN,138.0,164.0,195.0,220.0,225.0,248.0,-23.0
15298,Cowbell,32.0,32.0,42.0,45.0,47.0,57.0,70.0,75.0,82.0,-7.0
15504,Umarth,NAN,NAN,NAN,86.0,109.0,133.0,155.0,89.0,101.0,-12.0
16066,TG NBR | Panayiotis,NAN,NAN,NAN,NAN,NAN,NAN,140.0,57.0,35.0,22.0
16164,Kitsune,NAN,NAN,NAN,NAN,198.0,247.0,271.0,276.0,307.0,-31.0
16294,Ders,NAN,NAN,NAN,244.0,280.0,339.0,381.0,386.0,424.0,-38.0
16393,Higgins,NAN,84.0,97.0,103.0,133.0,155.0,104.0,111.0,104.0,7.0
18652,LFTG | Logos,15.0,25.0,35.0,40.0,51.0,62.0,77.0,82.0,37.0,45.0
18722,K.H.D | RE!GN,105.0,116.0,77.0,87.0,102.0,108.0,120.0,127.0,135.0,-8.0
18840,Gooms,NAN,NAN,NAN,71.0,86.0,108.0,129.0,136.0,152.0,-16.0
19270,Connorasada,71.0,108.0,122.0,162.0,188.0,234.0,261.0,266.0,295.0,-29.0
19651,SC | Lad,NAN,46.0,57.0,75.0,66.0,80.0,98.0,105.0,122.0,-17.0
19709,Old McJonald,NAN,152.0,165.0,224.0,263.0,312.0,350.0,355.0,391.0,-36.0
21305,Galen The Wise,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,248.0,NAN
21405,Fire,NAN,93.0,106.0,108.0,102.0,126.0,129.0,136.0,152.0,-16.0
22088,Nebulous | Jib,61.0,46.0,57.0,75.0,66.0,76.0,90.0,98.0,113.0,-15.0
22333,Redcoat,NAN,NAN,NAN,NAN,NAN,46.0,52.0,59.0,65.0,-6.0
22458,Kandayo,105.0,131.0,144.0,201.0,188.0,195.0,182.0,187.0,143.0,44.0
22479,Peppi | CrossFitJesus,NAN,NAN,NAN,29.0,38.0,38.0,44.0,35.0,29.0,6.0
22491,Ari,NAN,166.0,178.0,244.0,280.0,339.0,381.0,386.0,424.0,-38.0
22551,Eddyvandamn,NAN,NAN,NAN,138.0,164.0,195.0,220.0,225.0,248.0,-23.0
22595,Aura,NAN,NAN,NAN,NAN,NAN,182.0,188.0,193.0,203.0,-10.0
23214,Potts,NAN,NAN,NAN,201.0,240.0,286.0,316.0,321.0,351.0,-30.0
23501,Ratt,NAN,NAN,NAN,224.0,263.0,312.0,350.0,355.0,391.0,-36.0
23615,Noc,NAN,NAN,NAN,91.0,120.0,141.0,163.0,168.0,186.0,-18.0
24423,Talen,NAN,NAN,NAN,NAN,NAN,182.0,207.0,212.0,235.0,-23.0
25351,Hell'sLabyrinth,NAN,NAN,NAN,NAN,NAN,381.0,316.0,321.0,351.0,-30.0
25916,redpandamaster,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,161.0,NAN
26187,Slowking,NAN,NAN,NAN,NAN,NAN,29.0,35.0,38.0,45.0,-7.0
26387,Phantom Airline,NAN,NAN,NAN,176.0,211.0,86.0,62.0,67.0,67.0,0.0
26623,B0XX | ADMJ,NAN,NAN,NAN,NAN,NAN,173.0,123.0,130.0,143.0,-13.0
26750,KoDoRiN,NAN,NAN,6.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0
26934,Clay,NAN,NAN,NAN,NAN,NAN,339.0,381.0,386.0,424.0,-38.0
27069,JoeyBonzo,124.0,186.0,198.0,270.0,315.0,381.0,426.0,431.0,472.0,-41.0
27527,Megaman,NAN,NAN,57.0,75.0,95.0,118.0,140.0,147.0,161.0,-14.0
27780,IHOP Dan,NAN,NAN,NAN,NAN,NAN,312.0,350.0,355.0,391.0,-36.0
28391,Vigilance,NAN,NAN,NAN,NAN,NAN,NAN,316.0,321.0,351.0,-30.0
28663,QTT | Marco,49.0,42.0,53.0,71.0,86.0,108.0,129.0,136.0,152.0,-16.0
28815,doctahdylan,NAN,NAN,NAN,NAN,NAN,312.0,271.0,276.0,248.0,28.0
29103,Hexjo,NAN,131.0,144.0,129.0,158.0,161.0,182.0,187.0,140.0,47.0
29405,Vianny,61.0,93.0,106.0,138.0,164.0,195.0,220.0,225.0,248.0,-23.0
29840,TBD,NAN,NAN,30.0,35.0,41.0,42.0,40.0,43.0,48.0,-5.0
29984,Broasty,NAN,NAN,NAN,244.0,220.0,247.0,271.0,276.0,307.0,-31.0
30054,20PcMcnugget,124.0,186.0,198.0,270.0,315.0,381.0,426.0,431.0,472.0,-41.0
30197,Ober,NAN,NAN,NAN,NAN,NAN,NAN,NAN,93.0,107.0,-14.0
30804,Frap,NAN,NAN,NAN,NAN,NAN,NAN,271.0,276.0,273.0,3.0
30865,Spi,105.0,131.0,144.0,176.0,211.0,216.0,240.0,245.0,212.0,33.0
31487,Winx Club | Siddward,23.0,32.0,23.0,22.0,22.0,27.0,29.0,26.0,28.0,-2.0
32190,Crow,NAN,77.0,91.0,123.0,152.0,55.0,66.0,71.0,77.0,-6.0
33387,pointykitty,NAN,NAN,NAN,NAN,NAN,312.0,350.0,355.0,391.0,-36.0
33458,RustyTrombone,NAN,NAN,NAN,NAN,NAN,173.0,168.0,173.0,193.0,-20.0
33655,Mo $,NAN,NAN,NAN,184.0,220.0,216.0,240.0,245.0,273.0,-28.0
34180,Socknose,NAN,NAN,NAN,NAN,NAN,381.0,426.0,431.0,472.0,-41.0
34266,WOMB#619 | Wombat,88.0,131.0,144.0,162.0,188.0,234.0,261.0,266.0,295.0,-29.0
34351,Simon,NAN,NAN,NAN,NAN,NAN,216.0,240.0,245.0,273.0,-28.0
34399,BuenasRetas | Cobs,75.0,59.0,72.0,96.0,86.0,108.0,113.0,120.0,121.0,-1.0
34902,Tanooki,NAN,NAN,NAN,NAN,NAN,NAN,104.0,111.0,126.0,-15.0
34980,Crispy | Chango,NAN,NAN,NAN,87.0,114.0,135.0,159.0,164.0,181.0,-17.0
35258,LFG | Fist Mexico,NAN,NAN,NAN,96.0,127.0,147.0,168.0,173.0,193.0,-20.0
35271,ATX | Noops,NAN,NAN,NAN,NAN,NAN,NAN,120.0,127.0,140.0,-13.0
36403,Smashdaddy,NAN,NAN,NAN,NAN,NAN,15.0,17.0,17.0,19.0,-2.0
36532,Googlyeyed,16.0,27.0,36.0,44.0,54.0,65.0,79.0,84.0,91.0,-7.0
36538,Bayløck,NAN,NAN,NAN,170.0,158.0,182.0,207.0,212.0,193.0,19.0
36782,Oaty,26.0,42.0,53.0,71.0,86.0,108.0,129.0,136.0,152.0,-16.0
37062,Reaver_King,NAN,116.0,130.0,170.0,198.0,247.0,271.0,276.0,307.0,-31.0
37116,Kürv,NAN,6.0,11.0,10.0,10.0,8.0,5.0,6.0,6.0,0.0
37865,INDY,NAN,NAN,NAN,NAN,109.0,72.0,77.0,82.0,89.0,-7.0
38643,RedX,NAN,NAN,NAN,138.0,114.0,92.0,84.0,89.0,95.0,-6.0
38979,Tristan's Rule,29.0,50.0,61.0,82.0,102.0,126.0,148.0,154.0,170.0,-16.0
39235,Dream,35.0,59.0,72.0,55.0,56.0,67.0,71.0,76.0,84.0,-8.0
40476,Medz,NAN,9.0,3.0,3.0,4.0,6.0,7.0,7.0,8.0,-1.0
40793,MGFC | JorDank,NAN,NAN,NAN,NAN,NAN,NAN,207.0,212.0,178.0,34.0
41357,702 | AJ,NAN,NAN,NAN,NAN,NAN,NAN,123.0,130.0,143.0,-13.0
41374,Anchovy,NAN,NAN,NAN,NAN,NAN,47.0,28.0,19.0,20.0,-1.0
41492,Divine Senator Kelly,105.0,166.0,178.0,244.0,280.0,339.0,287.0,292.0,203.0,89.0
44671,Quaff,4.0,2.0,2.0,4.0,6.0,9.0,9.0,9.0,11.0,-2.0
44674,Loscar,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,351.0,NAN
44933,Fleece,NAN,NAN,NAN,NAN,NAN,339.0,381.0,386.0,424.0,-38.0
45292,TZ | Iván,42.0,68.0,82.0,114.0,142.0,165.0,188.0,193.0,212.0,-19.0
45356,OtES,NAN,NAN,NAN,162.0,142.0,80.0,98.0,105.0,117.0,-12.0
45726,Faust,NAN,NAN,61.0,53.0,64.0,76.0,90.0,98.0,113.0,-15.0
46231,geg :),NAN,131.0,144.0,201.0,240.0,286.0,316.0,321.0,351.0,-30.0
46349,Aura,6.0,14.0,18.0,21.0,30.0,36.0,41.0,31.0,36.0,-5.0
46962,LeZagna,NAN,NAN,NAN,NAN,NAN,NAN,43.0,46.0,53.0,-7.0
47304,Boyz II Mensch,NAN,NAN,NAN,201.0,240.0,286.0,316.0,321.0,351.0,-30.0
47501,PP | rocky,NAN,116.0,130.0,184.0,220.0,268.0,300.0,305.0,334.0,-29.0
47650,shoelegend88,71.0,39.0,49.0,64.0,78.0,86.0,93.0,101.0,104.0,-3.0
48041,Slade,NAN,NAN,NAN,129.0,158.0,182.0,207.0,212.0,235.0,-23.0
48322,AHHHHH | Alice,NAN,NAN,NAN,NAN,NAN,NAN,287.0,292.0,318.0,-26.0
48857,hestoned,NAN,NAN,NAN,NAN,NAN,286.0,316.0,321.0,351.0,-30.0
49711,sad | UwUMysticalGirl,21.0,36.0,46.0,59.0,73.0,92.0,111.0,118.0,130.0,-12.0
50933,MIT | Fro116,NAN,18.0,24.0,28.0,27.0,34.0,31.0,32.0,39.0,-7.0
51076,Power Kevin,NAN,NAN,NAN,NAN,NAN,NAN,287.0,292.0,318.0,-26.0
51112,Pilgrim,61.0,93.0,106.0,138.0,164.0,195.0,220.0,225.0,248.0,-23.0
53437,Shadow,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,391.0,NAN
53655,Frankhoe,37.0,29.0,38.0,48.0,56.0,67.0,81.0,86.0,94.0,-8.0
54824,Traplord,18.0,35.0,45.0,54.0,65.0,78.0,93.0,49.0,58.0,-9.0
55166,trades,NAN,186.0,198.0,270.0,315.0,381.0,426.0,431.0,472.0,-41.0
56374,NEPA | Ron Paul,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,273.0,NAN
58588,Jeffthecheff,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,273.0,NAN
58670,Savestate,NAN,46.0,57.0,75.0,95.0,118.0,140.0,147.0,161.0,-14.0
61570,YC | Peppi | | Pappi,NAN,NAN,NAN,NAN,188.0,234.0,18.0,20.0,22.0,-2.0
62626,SuperCuak,42.0,68.0,82.0,114.0,62.0,74.0,89.0,97.0,111.0,-14.0
62721,Dirty Lasagna,NAN,NAN,NAN,NAN,NAN,182.0,129.0,136.0,152.0,-16.0
63313,Sneakywill,NAN,NAN,NAN,NAN,NAN,141.0,163.0,168.0,186.0,-18.0
64467,Pingy,105.0,166.0,178.0,244.0,280.0,339.0,381.0,386.0,424.0,-38.0
64644,STP,NAN,112.0,126.0,176.0,211.0,261.0,287.0,292.0,318.0,-26.0
64692,SANS | Blues Clues,19.0,24.0,33.0,32.0,33.0,34.0,20.0,18.0,14.0,4.0
64909,Calvin,NAN,99.0,113.0,152.0,177.0,216.0,240.0,245.0,273.0,-28.0
65566,Miranda,56.0,56.0,69.0,87.0,70.0,86.0,104.0,111.0,126.0,-15.0
65777,bobby big ballz,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
67516,raid shadow legends,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,318.0,NAN
68868,Jr,NAN,NAN,NAN,91.0,120.0,141.0,163.0,168.0,186.0,-18.0
69921,Furniture,42.0,68.0,82.0,114.0,142.0,165.0,188.0,193.0,212.0,-19.0
70796,BHC | Evan,12.0,21.0,29.0,34.0,42.0,50.0,61.0,66.0,72.0,-6.0
71442,Wiza,96.0,152.0,165.0,224.0,220.0,268.0,287.0,292.0,318.0,-26.0
127639,Neologism,NAN,46.0,17.0,20.0,29.0,25.0,32.0,34.0,41.0,-7.0
127997,CW | rabit!,NAN,NAN,NAN,NAN,NAN,NAN,261.0,266.0,295.0,-29.0
128266,EASTJ | Mike,NAN,NAN,NAN,NAN,NAN,195.0,220.0,225.0,248.0,-23.0
129344,totally butts,NAN,NAN,NAN,NAN,NAN,NAN,220.0,225.0,248.0,-23.0
129363,Flow | ESPONJA,NAN,66.0,80.0,108.0,109.0,86.0,104.0,111.0,95.0,16.0
129500,O N I,NAN,NAN,NAN,123.0,152.0,173.0,197.0,202.0,220.0,-18.0
129774,(Ozymandias) | Churze,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,248.0,NAN
130672,Soltrain,NAN,NAN,NAN,244.0,280.0,339.0,381.0,386.0,351.0,35.0
130746,TZ | Morrito,24.0,40.0,51.0,69.0,82.0,105.0,123.0,130.0,143.0,-13.0
132938,RU | Midnight Blue,56.0,84.0,97.0,129.0,86.0,108.0,98.0,105.0,95.0,10.0
134929,IDK,NAN,NAN,NAN,NAN,NAN,312.0,350.0,355.0,391.0,-36.0
135088,LFG | PanterA,NAN,NAN,20.0,25.0,21.0,26.0,33.0,35.0,44.0,-9.0
135795,cockbread,NAN,77.0,91.0,75.0,95.0,118.0,140.0,147.0,161.0,-14.0
136379,HoG | Warmmer,7.0,15.0,19.0,15.0,17.0,18.0,23.0,24.0,26.0,-2.0
137480,Jpeg | RC,NAN,NAN,NAN,NAN,NAN,182.0,207.0,212.0,235.0,-23.0
138710,Golden,NAN,58.0,71.0,91.0,120.0,141.0,163.0,168.0,186.0,-18.0
144133,YBBT | leroydankins,82.0,116.0,130.0,108.0,114.0,135.0,123.0,130.0,143.0,-13.0
144798,akir,65.0,99.0,113.0,152.0,43.0,51.0,62.0,67.0,73.0,-6.0
145075,blazerboy,NAN,NAN,NAN,270.0,280.0,339.0,381.0,386.0,424.0,-38.0
145567,Biggestbrain,NAN,NAN,NAN,NAN,NAN,NAN,287.0,292.0,318.0,-26.0
147423,FlLFFl,NAN,131.0,144.0,201.0,240.0,216.0,240.0,245.0,273.0,-28.0
147424,Spiral Cafe | Krudo,NAN,NAN,NAN,91.0,120.0,79.0,66.0,71.0,77.0,-6.0
148021,Rodney,NAN,116.0,130.0,184.0,220.0,268.0,300.0,305.0,334.0,-29.0
149076,Fiyah,NAN,NAN,NAN,NAN,NAN,312.0,350.0,355.0,391.0,-36.0
149952,Jakespeare,NAN,68.0,82.0,114.0,142.0,165.0,188.0,193.0,137.0,56.0
150851,Ath | Bumble,88.0,131.0,144.0,201.0,240.0,286.0,316.0,321.0,351.0,-30.0
152800,wally,NAN,NAN,NAN,184.0,220.0,268.0,300.0,305.0,334.0,-29.0
153138,ZouL,42.0,68.0,82.0,114.0,142.0,165.0,188.0,193.0,212.0,-19.0
153143,Ren5o,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,424.0,NAN
153334,Silkylaroux,65.0,68.0,82.0,114.0,142.0,165.0,188.0,193.0,212.0,-19.0
153599,NS | Frog,NAN,131.0,144.0,201.0,109.0,86.0,104.0,111.0,117.0,-6.0
156503,FLOW | Beiker,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,391.0,NAN
157615,ight,37.0,40.0,51.0,69.0,82.0,97.0,113.0,120.0,132.0,-12.0
157632,TurboThot,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,424.0,NAN
158213,LG | Louis,NAN,NAN,NAN,NAN,NAN,NAN,NAN,93.0,76.0,17.0
158524,Oferton,71.0,108.0,122.0,162.0,188.0,234.0,159.0,164.0,181.0,-17.0
159198,Pi2z,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,334.0,NAN
162779,FISA | JoJo,NAN,NAN,NAN,NAN,70.0,86.0,104.0,111.0,126.0,-15.0
170788,TSI | Zane,NAN,NAN,NAN,NAN,NAN,NAN,316.0,321.0,351.0,-30.0
171201,Mootook,NAN,NAN,NAN,NAN,NAN,126.0,148.0,154.0,170.0,-16.0
172046,Saya | QQQ#348,NAN,NAN,NAN,NAN,NAN,339.0,381.0,386.0,424.0,-38.0
172608,Churro,105.0,166.0,178.0,244.0,280.0,339.0,381.0,386.0,424.0,-38.0
172811,Amity,NAN,NAN,NAN,201.0,240.0,286.0,316.0,321.0,351.0,-30.0
173178,LAG,24.0,17.0,21.0,26.0,34.0,45.0,49.0,44.0,47.0,-3.0
175446,DJAN,NAN,NAN,NAN,NAN,280.0,339.0,381.0,386.0,424.0,-38.0
175629,WRLD,NAN,NAN,NAN,176.0,211.0,261.0,287.0,292.0,318.0,-26.0
176387,Badboi,NAN,NAN,NAN,138.0,164.0,195.0,220.0,225.0,248.0,-23.0
179962,Fran,NAN,NAN,NAN,NAN,220.0,268.0,300.0,305.0,334.0,-29.0
179993,Archi,NAN,NAN,NAN,138.0,164.0,195.0,220.0,225.0,248.0,-23.0
180797,Cpt.Blade,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,351.0,NAN
182665,Elysian,NAN,NAN,NAN,NAN,NAN,92.0,26.0,29.0,33.0,-4.0
183677,Yamasaki,61.0,50.0,61.0,64.0,62.0,62.0,57.0,64.0,66.0,-2.0
184545,Pulch,NAN,NAN,NAN,NAN,NAN,234.0,129.0,136.0,111.0,25.0
185618,Captain G,49.0,77.0,91.0,123.0,152.0,173.0,197.0,202.0,220.0,-18.0
193839,Loki,42.0,68.0,82.0,114.0,142.0,165.0,188.0,193.0,161.0,32.0
211440,Darrell,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,82.0,NAN
213297,Chompy,NAN,NAN,NAN,NAN,240.0,141.0,113.0,120.0,101.0,19.0
213911,jtetter,NAN,NAN,NAN,152.0,177.0,173.0,197.0,202.0,220.0,-18.0
215584,LAGr | Travioli,56.0,84.0,33.0,27.0,37.0,44.0,48.0,51.0,54.0,-3.0
221136,Zeeker,11.0,8.0,5.0,9.0,8.0,7.0,8.0,8.0,9.0,-1.0
221423,Typhoon,NAN,28.0,37.0,45.0,40.0,33.0,39.0,42.0,24.0,18.0
224897,AWaveDash,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,424.0,NAN
226271,SU | wild flower,NAN,NAN,NAN,244.0,280.0,339.0,381.0,386.0,424.0,-38.0
226595,TourGuide,NAN,NAN,NAN,NAN,220.0,216.0,155.0,161.0,178.0,-17.0
227436,Chet,NAN,NAN,NAN,NAN,NAN,165.0,188.0,193.0,212.0,-19.0
227672,DumpyComb,NAN,NAN,NAN,NAN,NAN,261.0,287.0,292.0,318.0,-26.0
228400,Piti,82.0,116.0,130.0,184.0,220.0,268.0,300.0,305.0,334.0,-29.0
229209,15SA | Raiken,NAN,NAN,NAN,201.0,240.0,286.0,316.0,321.0,351.0,-30.0
229216,KaiKwonDo,NAN,NAN,NAN,NAN,NAN,NAN,271.0,276.0,307.0,-31.0
230350,AR0,NAN,NAN,NAN,NAN,152.0,173.0,197.0,202.0,220.0,-18.0
230537,hHerb,88.0,131.0,144.0,201.0,240.0,247.0,271.0,276.0,307.0,-31.0
231083,Phaunsey,NAN,NAN,NAN,224.0,263.0,312.0,350.0,355.0,391.0,-36.0
231685,DMT,NAN,116.0,130.0,184.0,220.0,268.0,300.0,305.0,186.0,119.0
232193,Chiefn_,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,220.0,NAN
232213,MikeDrop,40.0,66.0,80.0,108.0,139.0,161.0,182.0,187.0,209.0,-22.0
233059,Ribboned Ace,49.0,54.0,67.0,64.0,78.0,102.0,90.0,98.0,92.0,6.0
233850,E-tie,NAN,64.0,77.0,103.0,133.0,155.0,176.0,181.0,203.0,-22.0
237282,Electroman,NAN,152.0,165.0,224.0,263.0,312.0,350.0,355.0,391.0,-36.0
242832,Rahma Noodles,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,181.0,NAN
243525,Radamen,NAN,NAN,NAN,224.0,263.0,312.0,350.0,355.0,391.0,-36.0
247592,Bassline,NAN,NAN,NAN,NAN,240.0,286.0,316.0,321.0,351.0,-30.0
250355,Rutsky,NAN,NAN,NAN,NAN,164.0,195.0,220.0,225.0,248.0,-23.0
253767,Captain Pretzel,NAN,NAN,NAN,NAN,86.0,108.0,129.0,136.0,152.0,-16.0
254673,Layer,NAN,116.0,130.0,184.0,198.0,195.0,220.0,225.0,220.0,5.0
