SmasherID,SmashTag,NumTMTEntered,NumInBracket,PWeek1,PWeek2,PWeek3,PWeek4
49711,sad | UwUMysticalGirl,1,1,17,-2,-2,-2
50933,Fro116,1,1,-2,9,-2,-2
51112,Pilgrim,1,0,-1,-2,-2,-2
53655,Frankhoe,2,1,-1,17,-2,-2
54824,Red Dead | Traplord,1,1,17,-2,-2,-2
55166,trades,1,0,-2,-1,-2,-2
58670,Savestate,1,0,-2,-1,-2,-2
62626,SuperCuak,1,0,-1,-2,-2,-2
64467,Pingy,1,0,-1,-2,-2,-2
64644,STP,1,0,-2,-1,-2,-2
64692,SANS | Blues Clues,3,1,17,-1,-2,-1
64909,Calvin,1,0,-2,-1,-2,-2
65566,Miranda,2,0,-1,-1,-2,-2
65777,bobby big ballz,4,4,1,2,3,7
68868,Jr,1,0,-2,-2,-2,-1
69921,Furniture,1,0,-1,-2,-2,-2
70796,BHC | Evan,1,1,9,-2,-2,-2
71442,Wiza,1,0,-1,-2,-2,-2
127639,Neologism,2,1,-2,-1,7,-2
129363,Flow | ESPONJA,1,0,-2,-1,-2,-2
129500,O N I,1,0,-2,-2,-2,-1
130672,Soltrain,1,0,-2,-2,-2,-1
130746,TZ | Morrito,1,0,-1,-2,-2,-2
132938,RU | Midnight Blue,1,0,-1,-2,-2,-2
135088,LFG | PanterA,1,1,-2,-2,7,-2
135795,cockbread,2,0,-2,-1,-2,-1
136379,HoG | Warmmer,2,2,7,-2,-2,9
138710,Golden,1,0,-2,-1,-2,-2
144133,YBBT | leroydankins,2,0,-1,-2,-2,-1
144798,akir,1,0,-1,-2,-2,-2
145075,blazerboy,1,0,-2,-2,-2,-1
147423,FlLFFl,1,0,-2,-1,-2,-2
147424,Krudo,1,0,-2,-2,-2,-1
148021,Rodney,1,0,-2,-1,-2,-2
149952,Jakespeare,1,0,-2,-1,-2,-2
150851,Ath | Bumble,1,0,-1,-2,-2,-2
152800,wally,1,0,-2,-2,-2,-1
153138,ZouL,1,0,-1,-2,-2,-2
153334,Silkylaroux,2,0,-1,-1,-2,-2
153599,NS | Frog,1,0,-2,-1,-2,-2
157615,ight,2,0,-1,-1,-2,-2
158524,Oferton,1,0,-1,-2,-2,-2
172608,Churro,1,0,-1,-2,-2,-2
172811,Amity,1,0,-2,-2,-2,-1
173178,LAG,2,1,-1,9,-2,-2
175629,WRLD,1,0,-2,-2,-2,-1
176387,Badboi,1,0,-2,-2,-2,-1
179993,Archi,1,0,-2,-2,-2,-1
183677,Yamasaki,3,0,-1,-1,-2,-1
185618,Captain G,1,0,-1,-2,-2,-2
193839,Loki,1,0,-1,-2,-2,-2
213911,jtetter,1,0,-2,-2,-2,-1
215584,LAGr | Travioli,3,2,-1,-2,13,17
221136,Zeeker,4,4,9,7,9,9
221423,Typhoon,1,1,-2,13,-2,-2
226271,SU | wild flower,1,0,-2,-2,-2,-1
228400,Piti,1,0,-1,-2,-2,-2
229209,15SA | Raiken,1,0,-2,-2,-2,-1
230537,hHerb,1,0,-1,-2,-2,-2
231083,Phaunsey,1,0,-2,-2,-2,-1
231685,DMT,1,0,-2,-1,-2,-2
232213,MikeDrop,1,0,-1,-2,-2,-2
233059,Ribboned Ace,3,0,-1,-1,-2,-1
233850,E-tie,1,0,-2,-1,-2,-2
237282,Electroman,1,0,-2,-1,-2,-2
243525,Radamen,1,0,-2,-2,-2,-1
254673,Layer,1,0,-2,-1,-2,-2
255496,ericiscool.net,3,0,-1,-1,-2,-1
257406,Lotfy,2,2,5,9,-2,-2
259856,Seraph,1,0,-2,-2,-2,-1
265808,NOOT,1,1,-2,-2,-2,17
268767,markrevival,2,0,-1,-1,-2,-2
269238,91,2,0,-1,-1,-2,-2
271333,MMG | Seven,1,0,-1,-2,-2,-2
274941,unlimited boy,1,0,-2,-1,-2,-2
278295,ItsDad,1,0,-1,-2,-2,-2
279107,Khryke,4,4,13,17,5,17
279722,EP | Justus,3,3,17,7,-2,13
283648,Amor,1,0,-2,-2,-2,-1
286517,Thad <3,1,0,-2,-2,-2,-1
286931,Egg$,1,0,-2,-2,-2,-1
288395,jams,1,0,-1,-2,-2,-2
310321,TC | BuyMyMixTape,1,0,-1,-2,-2,-2
323132,JC,1,0,-2,-1,-2,-2
324561,Soonsay,2,2,2,-2,-2,5
328838,PeS | Puppy,1,0,-2,-1,-2,-2
360229,BEBO,2,0,-2,-1,-2,-1
378512,Khoron | Oreo,3,0,-1,-1,-2,-1
395730,PQ2 | CPU0,2,1,-2,-2,13,-1
416070,Pooptown,1,0,-2,-2,-2,-1
436506,FestivalDeLaCombo,1,0,-2,-1,-2,-2
448153,Neenor,1,0,-1,-2,-2,-2
466221,Melo,1,0,-2,-1,-2,-2
472971,MaxJacks,3,0,-1,-1,-2,-1
483428,DCG | Spots,1,0,-1,-2,-2,-2
484238,Alextrer,1,1,-2,-2,17,-2
491552,DannyPhantom,1,1,-2,-2,-2,17
493224,Fitz,2,0,-1,-1,-2,-2
503278,Pogey,1,0,-1,-2,-2,-2
512704,Axis,1,0,-1,-2,-2,-2
517095,TG CS | EBND,1,0,-2,-2,-2,-1
519399,Leviath,1,0,-2,-2,-2,-1
520837,Neck,2,0,-1,-1,-2,-2
531485,Dova,1,1,-2,-2,-2,17
533918,Maelstrom,1,0,-1,-2,-2,-2
542693,Bbatts,1,1,9,-2,-2,-2
577038,Zakqary,1,0,-2,-1,-2,-2
581039,I'm Michael BTW,1,1,-2,-2,-2,13
582190,rice,2,0,-2,-1,-2,-1
592481,Riggs,1,0,-2,-2,-2,-1
618857,Lamdin,1,0,-1,-2,-2,-2
627118,Pipe,3,0,-1,-1,-2,-1
637179,Sodabro,1,0,-2,-2,-2,-1
657464,CowCowCowCowCow,2,1,-1,13,-2,-2
657711,PurpleZ,2,0,-1,-2,-2,-1
684008,deep_cuts,1,0,-2,-1,-2,-2
692999,maso soup,1,0,-1,-2,-2,-2
694497,IMP | Ben,1,1,-2,-2,-2,5
709843,Chem,1,0,-2,-2,-2,-1
725508,620 | Megacaat,2,1,-2,-1,17,-2
726185,DBRDd#641,1,0,-2,-2,-2,-1
732665,Lama,1,1,-2,-2,17,-2
800147,Dark Oreo Master,1,0,-2,-1,-2,-2
804411,Neee,1,0,-1,-2,-2,-2
807868,Funk,1,0,-1,-2,-2,-2
819230,Willy P,2,0,-1,-1,-2,-2
843302,Buffalo,1,0,-2,-2,-2,-1
852916,Krizski,2,2,7,9,-2,-2
856699,Logan,1,0,-2,-1,-2,-2
858866,SLO | GrizzlyBair,1,0,-2,-2,-2,-1
862074,snacklepackle,2,0,-1,-1,-2,-2
880372,Good1ife,1,0,-1,-2,-2,-2
897692,Iron,1,0,-2,-2,-2,-1
898035,mathandsurf,1,0,-1,-2,-2,-2
1034300,Oz,1,0,-1,-2,-2,-2
1034371,niimo,1,0,-2,-2,-2,-1
1053202,diddylonglegs,1,0,-2,-2,-2,-1
1053605,JFIRE,1,0,-2,-1,-2,-2
1065524,Flippy,1,0,-2,-1,-2,-2
1076996,Newquake,1,1,-2,-2,25,-2
1112770,Penguis,1,0,-2,-2,-2,-1
1122123,Alex AF,1,0,-2,-2,-2,-1
1228401,Asus(4),1,0,-2,-1,-2,-2
1232194,Kawaii Kid | King Salmon,2,0,-1,-1,-2,-2
1261736,Mars,1,0,-2,-2,-2,-1
1263692,ushi,1,0,-2,-2,-2,-1
1308234,JackO,1,0,-1,-2,-2,-2
1375808,Epoodle,1,1,-2,-2,-2,17
1379261,S.O.D.A,1,0,-2,-2,-2,-1
1388856,SHRD#209 | Shredder,1,0,-2,-2,-2,-1
1458782,Tomato,1,0,-2,-2,-2,-1
1466521,Floods,3,1,-2,-1,25,-1
1487504,Arn255,1,0,-1,-2,-2,-2
1525551,Aldito1469,2,0,-1,-2,-2,-1
1638022,pathojin,3,0,-1,-1,-2,-1
1640788,Special K,3,0,-1,-1,-2,-1
1653242,Jquinnsweg,2,0,-2,-1,-2,-1
1669002,JehL,1,0,-1,-2,-2,-2
1682516,BABA | Babo,1,0,-2,-2,-2,-1
1736473,Comp... | PJThePuff,1,0,-2,-2,-2,-1
1737518,Kombeze Ataie,1,0,-1,-2,-2,-2
1753671,Moonking34,1,0,-2,-1,-2,-2
1866109,BubbleFuel,1,0,-1,-2,-2,-2
1906382,KatBot,2,0,-2,-1,-2,-1
1918686,roadkill,3,0,-1,-1,-2,-1
1927744,pr0j3cts,1,0,-1,-2,-2,-2
1940641,100 Days Of Solitude,1,0,-2,-1,-2,-2
1944467,SUPERUNKNOWN,1,0,-2,-1,-2,-2
1954849,Salamanderman,1,0,-2,-2,-2,-1
1957958,50 Rats in a Trenchcoat,1,0,-1,-2,-2,-2
1966716,LewdCelebs4Free,2,0,-1,-2,-2,-1
1974127,Team Roz | aujory,1,0,-2,-1,-2,-2
2026451,ASAPferq,1,0,-2,-1,-2,-2
2029884,Nudepenguin,2,0,-2,-1,-2,-1
2038523,thesiscat,1,0,-1,-2,-2,-2
2053276,DT6 | Ogre,1,0,-2,-2,-2,-1
2103929,sidewinder572,1,0,-1,-2,-2,-2
2110985,theassistant,1,0,-2,-2,-2,-1
2111039,Uncle B,1,1,-2,-2,-2,17
2114773,Raffshot,1,0,-2,-1,-2,-2
2120266,hellojoe34,1,0,-2,-1,-2,-2
2122811,$W@6 | rocketf20,1,0,-2,-1,-2,-2
2124348,thehumanblob,1,0,-2,-2,-2,-1
2133564,Brandt,1,0,-1,-2,-2,-2
2136488,Sacred,1,0,-1,-2,-2,-2
2140092,Jet,3,1,-2,-1,9,-1
2143817,A HUMAN | Agile,1,0,-2,-1,-2,-2
2145653,doubledown8,1,0,-1,-2,-2,-2
2147280,slowtai,2,0,-2,-1,-2,-1
2149456,Quadragesimus,2,0,-1,-1,-2,-2
2154680,Godslayer903,2,0,-1,-1,-2,-2
2156746,Wobs,1,0,-1,-2,-2,-2
2167802,Bebop,1,0,-2,-1,-2,-2
2172930,Sav,1,0,-2,-1,-2,-2
2177428,KYROS | Chuchaka2112,1,0,-1,-2,-2,-2
2178856,Abermega,1,0,-1,-2,-2,-2
2179108,Mud,3,0,-1,-1,-2,-1
2182633,sisig,1,0,-2,-1,-2,-2
2189946,GNIK,1,1,-2,-2,-2,25
