SmasherID,SmashTag,NumTMTEntered,NumInBracket,PWeek1,PWeek2,PWeek3,PWeek4,PWeek5,PWeek6,PWeek7,PWeek8,PWeek9,PWeek10,PWeek11,PWeek12
1099771.0,PP | Droze,1,0,-2.0,-2.0,-2.0,-1,-2,-2,-2,-2,-2,-2,-2,-2
1112770.0,Penguis,2,0,-2.0,-2.0,-2.0,-2,-2,-1,-2,-1,-2,-2,-2,-2
1135639.0,Dog,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-1,-2
1184224.0,Tancascade,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-1,-2
1186877.0,Tomz,1,0,-2.0,-2.0,-1.0,-2,-2,-2,-2,-2,-2,-2,-2,-2
1196449.0,RB | Cum Fox,2,2,-2.0,-2.0,-2.0,-2,-2,-2,-2,17,-2,13,-2,-2
1222010.0,PajamaBoyPete,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
1236538.0,LSK,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
1245502.0,Whoratio,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
1250551.0,PSai,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-1,-2,-2,-2
1261759.0,melatonin,2,0,-2.0,-2.0,-2.0,-2,-2,-2,-1,-1,-2,-2,-2,-2
1263692.0,ushi,6,0,-2.0,-2.0,-2.0,-2,-1,-1,-1,-2,-1,-1,-1,-2
1301072.0,Melos,3,0,-2.0,-2.0,-2.0,-1,-1,-2,-2,-2,-2,-1,-2,-2
1312079.0,ACAB | Mugen,1,0,-2.0,-2.0,-2.0,-2,-1,-2,-2,-2,-2,-2,-2,-2
1315595.0,Sleeepy,1,0,-2.0,-2.0,-2.0,-1,-2,-2,-2,-2,-2,-2,-2,-2
1322460.0,8167263631 | Notto,1,0,-2.0,-2.0,-2.0,-1,-2,-2,-2,-2,-2,-2,-2,-2
1325809.0,CB,1,0,-2.0,-2.0,-2.0,-2,-1,-2,-2,-2,-2,-2,-2,-2
1382462.0,Zeal,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,-1
1388856.0,SHRD#209 | Shredder,2,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-1,-1
1466521.0,Floods,3,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-1,-1
1477443.0,Lionbooster,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
1501041.0,Hamburglar,1,0,-2.0,-2.0,-2.0,-2,-2,-1,-2,-2,-2,-2,-2,-2
1511270.0,pimmwrecks,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
1522245.0,119 | pyro,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-1,-2
1525551.0,Lechero,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-1,-2
1551714.0,JCobbs,1,0,-2.0,-2.0,-2.0,-2,-2,-1,-2,-2,-2,-2,-2,-2
1554675.0,NoFuxGiven,1,1,-2.0,-2.0,-2.0,-2,-2,-2,17,-2,-2,-2,-2,-2
1572687.0,Dog,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-1,-2
1575919.0,Snickerdoodle,1,0,-2.0,-2.0,-2.0,-2,-1,-2,-2,-2,-2,-2,-2,-2
1597042.0,Rome0,2,0,-2.0,-2.0,-2.0,-2,-2,-2,-1,-1,-2,-2,-2,-2
1598204.0,YoungHanSolo,3,0,-2.0,-2.0,-2.0,-2,-1,-2,-2,-2,-2,-1,-2,-1
1617046.0,Ponchy | Corkey,2,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-1,-2
1617199.0,xavier,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-1,-2
1623681.0,Xad,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-1,-2,-2,-2,-2,-2
1631004.0,Homeslice,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-1,-2,-2,-2,-2
1631449.0,:) | Koints,2,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-1,-1
1633823.0,ButterRoyaleTV,1,0,-2.0,-2.0,-2.0,-2,-2,-1,-2,-2,-2,-2,-2,-2
1638022.0,pathojin,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,-1
1640788.0,Special K,5,0,-2.0,-2.0,-2.0,-2,-1,-1,-2,-2,-2,-1,-1,-1
1653242.0,Miscreants | Jquinnsweg,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,-1
1655337.0,Drewski,1,0,-2.0,-2.0,-2.0,-2,-2,-1,-2,-2,-2,-2,-2,-2
1667291.0,DarkSamYT,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
1682252.0,BABA | shama,1,0,-2.0,-2.0,-2.0,-1,-2,-2,-2,-2,-2,-2,-2,-2
1682516.0,BABA | Babo,1,0,-2.0,-2.0,-2.0,-1,-2,-2,-2,-2,-2,-2,-2,-2
1691247.0,NotTheMC,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,-1
1694324.0,Roulette Rider,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
1723399.0,jeddo,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-1,-2
1728675.0,pongo,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-1,-2
1729667.0,SlickSiwik,3,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-1,-1,-2,-1,-2
1737518.0,Kombeze Ataie,2,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-1,-1
1753671.0,Moonking34,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,-1
1760355.0,ArStar,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
1794541.0,Chubbz,1,0,-2.0,-2.0,-2.0,-1,-2,-2,-2,-2,-2,-2,-2,-2
1795087.0,Justyn,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
1802123.0,mello,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-1,-2,-2,-2
1816060.0,FKA Minerali,2,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-1
1832439.0,imrainh2o,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
1833788.0,dust,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-1,-2,-2,-2,-2
1839605.0,DontTestMe,1,1,-2.0,-2.0,-2.0,-2,-2,-2,-2,5,-2,-2,-2,-2
1866109.0,BubbleFuel,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
1906382.0,KatBot,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,-1
1918686.0,roadkill,2,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-1,-1
1919823.0,YungFlexxer,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-1,-2
1931799.0,Edicus,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-1,-2
1932225.0,FunRock,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,-1
1936292.0,barcode,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-1,-2
1940641.0,100 Days Of Solitude,2,0,-2.0,-2.0,-2.0,-2,-1,-2,-2,-2,-2,-1,-2,-2
1942273.0,Fankriss,1,1,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,9,-2,-2
1944467.0,SUPERUNKNOWN,3,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-1,-1
1964627.0,Crazyk,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,-1
1966716.0,LewdCelebs4Free,3,0,-2.0,-2.0,-2.0,-2,-2,-2,-1,-1,-2,-2,-1,-2
1966739.0,ImYourDade,2,0,-2.0,-2.0,-2.0,-2,-2,-2,-1,-2,-2,-2,-1,-2
1969893.0,Enrique Iglesias,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-1,-2,-2,-2,-2,-2
1972326.0,Rold,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,-1
1973589.0,Rooster,2,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-1
1974127.0,aujory,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
1975549.0,Tap Jump,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
1994587.0,DQ,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,-1
1998865.0,buttcakes29,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
2011811.0,sucordie,1,0,-2.0,-2.0,-2.0,-1,-2,-2,-2,-2,-2,-2,-2,-2
2013353.0,WeedWizard,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
2019913.0,jatpuan,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-1,-2
2021066.0,Schweppes,1,0,-2.0,-2.0,-2.0,-1,-2,-2,-2,-2,-2,-2,-2,-2
2026451.0,ASAPferq,2,0,-2.0,-2.0,-2.0,-1,-2,-2,-1,-2,-2,-2,-2,-2
2029721.0,Ghost Rider,4,3,-2.0,-2.0,-2.0,13,-2,17,-2,-2,-2,-1,-2,13
2029884.0,Nudepenguin,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-1,-2
2031615.0,420 | Yolk,1,0,-2.0,-2.0,-2.0,-1,-2,-2,-2,-2,-2,-2,-2,-2
2038523.0,thesiscat,2,0,-2.0,-2.0,-2.0,-2,-2,-1,-2,-2,-2,-2,-1,-2
2039890.0,SeekerIX,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
2044204.0,Eastwood,1,0,-2.0,-2.0,-2.0,-2,-2,-1,-2,-2,-2,-2,-2,-2
2048453.0,D3WDify,2,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-1,-2
2056968.0,TrainerBlu,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,-1
2064187.0,Abhi,1,0,-2.0,-1.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,-2
2065666.0,eee,2,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-1,-2
2082068.0,CarltonDanks,1,0,-1.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,-2
2085246.0,kippu,3,0,-2.0,-1.0,-1.0,-1,-2,-2,-2,-2,-2,-2,-2,-2
2093540.0,SexGod | RitzyCheese,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,-1
2094677.0,peenlover,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-1,-2,-2,-2,-2,-2
2097022.0,J-PlumsIX,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,-1
2106594.0,GG | DontRestMe,1,1,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,25,-2
2111424.0,flowjam,1,0,-2.0,-2.0,-2.0,-1,-2,-2,-2,-2,-2,-2,-2,-2
2114057.0,squillf,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
2114345.0,Watermelons,1,0,-2.0,-2.0,-2.0,-1,-2,-2,-2,-2,-2,-2,-2,-2
2114347.0,adamaggy,1,0,-2.0,-2.0,-2.0,-1,-2,-2,-2,-2,-2,-2,-2,-2
2114773.0,Raffshot,1,0,-2.0,-2.0,-2.0,-1,-2,-2,-2,-2,-2,-2,-2,-2
2122811.0,$W@6 | rocketf20,1,0,-2.0,-2.0,-2.0,-2,-1,-2,-2,-2,-2,-2,-2,-2
2123726.0,Sax,1,0,-2.0,-2.0,-2.0,-2,-1,-2,-2,-2,-2,-2,-2,-2
2131909.0,gbio,1,0,-2.0,-2.0,-2.0,-2,-2,-1,-2,-2,-2,-2,-2,-2
2140012.0,codetoilet,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-1,-2
2141037.0,josh,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
2142566.0,lavalamp,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-1,-2,-2,-2,-2,-2
2145485.0,scrubjr,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-1,-2,-2,-2,-2
2146702.0,Port!!!,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-1,-2,-2,-2,-2
2147247.0,UPTILT | Nishi,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-1,-2,-2,-2,-2
2147280.0,Saatvik,3,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-1,-2,-2,-1,-1
2147839.0,Aidanafoo,3,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-1,-1
2148389.0,LilTayNastyTay,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-1,-2
2149809.0,BOG | bioPhile,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-1,-2
2151326.0,JB,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-1,-2,-2,-2
2151397.0,METALFACE,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,-1
2151985.0,MilkJustice,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,-1
2153787.0,Caveman3732,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
2156433.0,Anime Tiddies | Asuka,2,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-1,-2
2156685.0,Nanami,2,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-1,-2
2156792.0,CUCK | BreahdToDaBeuhrds,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
2156847.0,DRC,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
2157012.0,HunterGee,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
2157013.0,keyboard gamer,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2
2159655.0,Fathom,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-1,-2
2163048.0,MK | RedSoul,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-1,-2
2168813.0,Master_Hand_9669,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,-1
2169990.0,Blitzcread,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,-1
2170091.0,Fauxlatan,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,-1
2170490.0,jcking,1,0,-2.0,-2.0,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,-1
