SmasherID,SmashTag,NumTMTEntered,NumInBracket,PWeek1,PWeek2,PWeek3
34266.0,WOMB#619 | Wombat,1,0,-2.0,-2.0,-1.0
36990.0,Trock,1,1,-2.0,13.0,-2.0
38175.0,W8ASec,1,0,-1.0,-2.0,-2.0
38201.0,Blue Jay,1,0,-2.0,-2.0,-1.0
38567.0,Android 0,1,1,-2.0,5.0,-2.0
38643.0,RedX,1,0,-1.0,-2.0,-2.0
40403.0,Pawn,3,0,-1.0,-1.0,-1.0
45356.0,OtES,1,0,-1.0,-2.0,-2.0
47866.0,S.C.E. | Erik,1,1,-2.0,17.0,-2.0
48578.0,LoneCubone,1,0,-2.0,-2.0,-1.0
51608.0,Vitro,1,0,-1.0,-2.0,-2.0
53365.0,Ringler,1,0,-1.0,-2.0,-2.0
54390.0,Question,1,1,-2.0,17.0,-2.0
60696.0,FM | Cilan,2,2,-2.0,17.0,13.0
61873.0,306 | Polo,1,1,17.0,-2.0,-2.0
61897.0,LSD,2,2,5.0,-2.0,1.0
64692.0,SANS | Blues Clues,3,3,13.0,7.0,9.0
65566.0,Miranda,1,0,-1.0,-2.0,-2.0
65777.0,bobby big ballz,3,3,9.0,4.0,3.0
135157.0,billybopeep,1,1,17.0,-2.0,-2.0
138710.0,Golden,1,1,9.0,-2.0,-2.0
144133.0,YBBT | leroydankins,1,0,-2.0,-2.0,-1.0
147251.0,GS | TreyTheTrashman,1,0,-2.0,-1.0,-2.0
147811.0,Dawson,1,0,-1.0,-2.0,-2.0
148200.0,Big Pivot,2,0,-2.0,-1.0,-1.0
149952.0,Jakespeare,1,0,-2.0,-2.0,-1.0
150888.0,Shy,1,0,-2.0,-1.0,-2.0
155077.0,radvillainy,1,0,-1.0,-2.0,-2.0
157615.0,ight,1,1,-2.0,-2.0,17.0
157632.0,TurboThot,2,0,-2.0,-1.0,-1.0
158148.0,Chewy,1,0,-1.0,-2.0,-2.0
183400.0,Doctor Dank,1,0,-2.0,-1.0,-2.0
185618.0,Captain G,1,1,13.0,-2.0,-2.0
223503.0,Rigo Bigo,1,0,-2.0,-1.0,-2.0
229216.0,KaiKwonDo,1,0,-2.0,-1.0,-2.0
241260.0,Alex18+,2,1,-1.0,25.0,-2.0
250581.0,Fizz,1,1,-2.0,9.0,-2.0
255496.0,ericiscool.net,2,1,-1.0,-2.0,17.0
257025.0,2Framez,2,0,-1.0,-1.0,-2.0
265808.0,NOOT,1,0,-1.0,-2.0,-2.0
268767.0,markrevival,1,0,-2.0,-2.0,-1.0
279722.0,EP | Justus,2,2,17.0,-2.0,7.0
286517.0,Thad <3,2,0,-1.0,-1.0,-2.0
288395.0,jams,1,0,-1.0,-2.0,-2.0
294260.0,ABG | salami,1,1,17.0,-2.0,-2.0
301566.0,JustJoshin,2,0,-2.0,-1.0,-1.0
325974.0,SDJ,1,1,-2.0,-2.0,9.0
327212.0,Marrgasm,2,1,-1.0,17.0,-2.0
329160.0,ZUTH | Zuthane,1,0,-2.0,-2.0,-1.0
329937.0,LanTurN,1,0,-2.0,-2.0,-1.0
353165.0,Milo,1,0,-1.0,-2.0,-2.0
357233.0,Afron,1,0,-1.0,-2.0,-2.0
364725.0,LUNK#783 | dom,1,0,-2.0,-2.0,-1.0
391890.0,TheFormuoli,1,0,-1.0,-2.0,-2.0
407878.0,Slump,1,0,-1.0,-2.0,-2.0
413573.0,John,1,0,-2.0,-2.0,-1.0
424095.0,Frost | JJK,1,0,-1.0,-2.0,-2.0
465131.0,Hunybear,1,0,-1.0,-2.0,-2.0
483428.0,DCG | Spots,1,0,-2.0,-2.0,-1.0
508569.0,eh | sickø,1,0,-2.0,-2.0,-1.0
528737.0,3OutChange,1,0,-2.0,-1.0,-2.0
585236.0,306 | Amrak,3,2,-1.0,13.0,5.0
617254.0,N8V,1,0,-1.0,-2.0,-2.0
627118.0,Pipe,2,0,-1.0,-1.0,-2.0
641180.0,Luppi,1,0,-2.0,-1.0,-2.0
657464.0,CowCowCowCowCow,2,2,-2.0,25.0,17.0
709843.0,Chem,1,1,13.0,-2.0,-2.0
718293.0,Nico,1,0,-2.0,-1.0,-2.0
735376.0,CVSmashMods | Ripn,1,0,-2.0,-1.0,-2.0
897815.0,moscow mich,1,0,-2.0,-2.0,-1.0
925369.0,Fishpaste,1,0,-1.0,-2.0,-2.0
927948.0,cliché,2,2,9.0,17.0,-2.0
1186877.0,Tomz,1,0,-2.0,-2.0,-1.0
2064187.0,Abhi,1,0,-2.0,-1.0,-2.0
2082068.0,CarltonDanks,1,0,-1.0,-2.0,-2.0
2085246.0,kippu,2,0,-2.0,-1.0,-1.0
